date,bouquet,isPartial
2018-01-07,42,False
2018-01-14,64,False
2018-01-21,21,False
2018-01-28,0,False
2018-02-04,20,False
2018-02-11,61,False
2018-02-18,21,False
2018-02-25,39,False
2018-03-04,61,False
2018-03-11,40,False
2018-03-18,21,False
2018-03-25,21,False
2018-04-01,31,False
2018-04-08,30,False
2018-04-15,21,False
2018-04-22,42,False
2018-04-29,39,False
2018-05-06,20,False
2018-05-13,61,False
2018-05-20,41,False
2018-05-27,20,False
2018-06-03,40,False
2018-06-10,58,False
2018-06-17,81,False
2018-06-24,100,False
2018-07-01,49,False
2018-07-08,56,False
2018-07-15,0,False
2018-07-22,28,False
2018-07-29,39,False
2018-08-05,38,False
2018-08-12,36,False
2018-08-19,76,False
2018-08-26,59,False
2018-09-02,0,False
2018-09-09,20,False
2018-09-16,20,False
2018-09-23,61,False
2018-09-30,0,False
2018-10-07,31,False
2018-10-14,43,False
2018-10-21,31,False
2018-10-28,20,False
2018-11-04,20,False
2018-11-11,32,False
2018-11-18,21,False
2018-11-25,0,False
2018-12-02,87,False
2018-12-09,33,False
2018-12-16,0,False
2018-12-23,25,False
2018-12-30,22,False
2019-01-06,21,False
2019-01-13,20,False
2019-01-20,39,False
2019-01-27,19,False
2019-02-03,38,False
2019-02-10,20,False
2019-02-17,21,False
2019-02-24,20,False
2019-03-03,39,False
2019-03-10,19,False
2019-03-17,30,False
2019-03-24,59,False
2019-03-31,20,False
2019-04-07,29,False
2019-04-14,39,False
2019-04-21,26,False
2019-04-28,56,False
2019-05-05,28,False
2019-05-12,38,False
2019-05-19,74,False
2019-05-26,54,False
2019-06-02,49,False
2019-06-09,28,False
2019-06-16,19,False
2019-06-23,19,False
2019-06-30,19,False
2019-07-07,0,False
2019-07-14,36,False
2019-07-21,36,False
2019-07-28,18,False
2019-08-04,18,False
2019-08-11,0,False
2019-08-18,25,False
2019-08-25,17,False
2019-09-01,26,False
2019-09-08,18,False
2019-09-15,18,False
2019-09-22,0,False
2019-09-29,54,False
2019-10-06,37,False
2019-10-13,26,False
2019-10-20,0,False
2019-10-27,26,False
2019-11-03,0,False
2019-11-10,27,False
2019-11-17,25,False
2019-11-24,17,False
2019-12-01,18,False
2019-12-08,0,False
2019-12-15,18,False
2019-12-22,0,False
2019-12-29,20,False
2020-01-05,55,False
2020-01-12,34,False
2020-01-19,27,False
2020-01-26,0,False
2020-02-02,26,False
2020-02-09,0,False
2020-02-16,52,False
2020-02-23,0,False
2020-03-01,25,False
2020-03-08,15,False
2020-03-15,16,False
2020-03-22,15,False
2020-03-29,23,False
2020-04-05,16,False
2020-04-12,16,False
2020-04-19,15,False
2020-04-26,0,True
