date,Wasser Installateur,isPartial
2018-01-07,35,False
2018-01-14,46,False
2018-01-21,45,False
2018-01-28,30,False
2018-02-04,47,False
2018-02-11,24,False
2018-02-18,0,False
2018-02-25,39,False
2018-03-04,24,False
2018-03-11,0,False
2018-03-18,24,False
2018-03-25,25,False
2018-04-01,52,False
2018-04-08,24,False
2018-04-15,25,False
2018-04-22,24,False
2018-04-29,37,False
2018-05-06,37,False
2018-05-13,0,False
2018-05-20,25,False
2018-05-27,100,False
2018-06-03,39,False
2018-06-10,0,False
2018-06-17,23,False
2018-06-24,23,False
2018-07-01,0,False
2018-07-08,52,False
2018-07-15,23,False
2018-07-22,69,False
2018-07-29,24,False
2018-08-05,33,False
2018-08-12,38,False
2018-08-19,26,False
2018-08-26,25,False
2018-09-02,50,False
2018-09-09,24,False
2018-09-16,24,False
2018-09-23,40,False
2018-09-30,32,False
2018-10-07,58,False
2018-10-14,47,False
2018-10-21,47,False
2018-10-28,47,False
2018-11-04,45,False
2018-11-11,46,False
2018-11-18,37,False
2018-11-25,45,False
2018-12-02,45,False
2018-12-09,68,False
2018-12-16,24,False
2018-12-23,41,False
2018-12-30,24,False
2019-01-06,43,False
2019-01-13,53,False
2019-01-20,42,False
2019-01-27,21,False
2019-02-03,21,False
2019-02-10,22,False
2019-02-17,29,False
2019-02-24,45,False
2019-03-03,38,False
2019-03-10,22,False
2019-03-17,23,False
2019-03-24,46,False
2019-03-31,23,False
2019-04-07,34,False
2019-04-14,25,False
2019-04-21,36,False
2019-04-28,22,False
2019-05-05,0,False
2019-05-12,22,False
2019-05-19,22,False
2019-05-26,23,False
2019-06-02,23,False
2019-06-09,35,False
2019-06-16,0,False
2019-06-23,23,False
2019-06-30,22,False
2019-07-07,32,False
2019-07-14,22,False
2019-07-21,23,False
2019-07-28,23,False
2019-08-04,47,False
2019-08-11,48,False
2019-08-18,24,False
2019-08-25,40,False
2019-09-01,45,False
2019-09-08,22,False
2019-09-15,34,False
2019-09-22,22,False
2019-09-29,44,False
2019-10-06,54,False
2019-10-13,32,False
2019-10-20,21,False
2019-10-27,21,False
2019-11-03,0,False
2019-11-10,31,False
2019-11-17,35,False
2019-11-24,0,False
2019-12-01,43,False
2019-12-08,21,False
2019-12-15,32,False
2019-12-22,50,False
2019-12-29,23,False
2020-01-05,30,False
2020-01-12,20,False
2020-01-19,20,False
2020-01-26,47,False
2020-02-02,39,False
2020-02-09,48,False
2020-02-16,27,False
2020-02-23,41,False
2020-03-01,20,False
2020-03-08,55,False
2020-03-15,18,False
2020-03-22,18,False
2020-03-29,36,False
2020-04-05,20,False
2020-04-12,19,False
2020-04-19,37,False
2020-04-26,24,False
2020-05-03,18,False
2020-05-10,25,False
