date,Wasser Installateur,isPartial
2018-01-07,43,False
2018-01-14,0,False
2018-01-21,42,False
2018-01-28,43,False
2018-02-04,44,False
2018-02-11,45,False
2018-02-18,0,False
2018-02-25,86,False
2018-03-04,88,False
2018-03-11,87,False
2018-03-18,0,False
2018-03-25,46,False
2018-04-01,0,False
2018-04-08,46,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,46,False
2018-05-06,46,False
2018-05-13,0,False
2018-05-20,68,False
2018-05-27,45,False
2018-06-03,45,False
2018-06-10,43,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,68,False
2018-07-15,62,False
2018-07-22,46,False
2018-07-29,0,False
2018-08-05,43,False
2018-08-12,0,False
2018-08-19,73,False
2018-08-26,87,False
2018-09-02,44,False
2018-09-09,44,False
2018-09-16,0,False
2018-09-23,45,False
2018-09-30,94,False
2018-10-07,46,False
2018-10-14,59,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,42,False
2018-11-11,86,False
2018-11-18,41,False
2018-11-25,42,False
2018-12-02,42,False
2018-12-09,0,False
2018-12-16,44,False
2018-12-23,47,False
2018-12-30,43,False
2019-01-06,41,False
2019-01-13,40,False
2019-01-20,40,False
2019-01-27,82,False
2019-02-03,41,False
2019-02-10,0,False
2019-02-17,42,False
2019-02-24,44,False
2019-03-03,42,False
2019-03-10,81,False
2019-03-17,0,False
2019-03-24,43,False
2019-03-31,43,False
2019-04-07,42,False
2019-04-14,0,False
2019-04-21,66,False
2019-04-28,0,False
2019-05-05,40,False
2019-05-12,43,False
2019-05-19,0,False
2019-05-26,42,False
2019-06-02,42,False
2019-06-09,0,False
2019-06-16,43,False
2019-06-23,43,False
2019-06-30,0,False
2019-07-07,100,False
2019-07-14,45,False
2019-07-21,46,False
2019-07-28,91,False
2019-08-04,43,False
2019-08-11,41,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,41,False
2019-09-08,56,False
2019-09-15,63,False
2019-09-22,41,False
2019-09-29,42,False
2019-10-06,41,False
2019-10-13,40,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,38,False
2019-11-10,0,False
2019-11-17,57,False
2019-11-24,57,False
2019-12-01,39,False
2019-12-08,39,False
2019-12-15,0,False
2019-12-22,42,False
2019-12-29,0,False
2020-01-05,37,False
2020-01-12,54,False
2020-01-19,37,False
2020-01-26,36,False
2020-02-02,0,False
2020-02-09,36,False
2020-02-16,38,False
2020-02-23,47,False
2020-03-01,35,False
2020-03-08,0,False
2020-03-15,32,False
2020-03-22,31,False
2020-03-29,31,False
2020-04-05,0,False
2020-04-12,33,False
2020-04-19,32,False
2020-04-26,31,False
2020-05-03,48,False
2020-05-10,32,False
