date,Waschmaschine reinigen,isPartial
2018-01-07,28,False
2018-01-14,28,False
2018-01-21,28,False
2018-01-28,28,False
2018-02-04,0,False
2018-02-11,27,False
2018-02-18,27,False
2018-02-25,27,False
2018-03-04,28,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,29,False
2018-04-01,30,False
2018-04-08,28,False
2018-04-15,29,False
2018-04-22,41,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,28,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,81,False
2018-06-17,27,False
2018-06-24,29,False
2018-07-01,28,False
2018-07-08,43,False
2018-07-15,31,False
2018-07-22,31,False
2018-07-29,0,False
2018-08-05,29,False
2018-08-12,28,False
2018-08-19,0,False
2018-08-26,29,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,57,False
2018-09-23,58,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,57,False
2018-10-21,0,False
2018-10-28,28,False
2018-11-04,27,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,27,False
2018-12-02,27,False
2018-12-09,27,False
2018-12-16,29,False
2018-12-23,40,False
2018-12-30,32,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,26,False
2019-01-27,0,False
2019-02-03,26,False
2019-02-10,40,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,27,False
2019-03-10,28,False
2019-03-17,0,False
2019-03-24,28,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,30,False
2019-04-21,30,False
2019-04-28,27,False
2019-05-05,0,False
2019-05-12,29,False
2019-05-19,0,False
2019-05-26,58,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,31,False
2019-07-07,31,False
2019-07-14,32,False
2019-07-21,35,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,29,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,81,False
2019-09-29,27,False
2019-10-06,59,False
2019-10-13,28,False
2019-10-20,0,False
2019-10-27,28,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,80,False
2019-12-01,47,False
2019-12-08,0,False
2019-12-15,29,False
2019-12-22,40,False
2019-12-29,51,False
2020-01-05,0,False
2020-01-12,52,False
2020-01-19,100,False
2020-01-26,25,False
2020-02-02,26,False
2020-02-09,37,False
2020-02-16,23,False
2020-02-23,22,False
2020-03-01,24,False
2020-03-08,23,False
2020-03-15,22,False
2020-03-22,21,False
2020-03-29,30,False
2020-04-05,33,False
2020-04-12,22,False
2020-04-19,63,False
2020-04-26,0,False
2020-05-03,20,False
2020-05-10,21,False
