date,Waschmaschine reinigen,isPartial
2018-01-07,26,False
2018-01-14,26,False
2018-01-21,39,False
2018-01-28,0,False
2018-02-04,27,False
2018-02-11,27,False
2018-02-18,0,False
2018-02-25,26,False
2018-03-04,54,False
2018-03-11,40,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,29,False
2018-04-08,28,False
2018-04-15,0,False
2018-04-22,27,False
2018-04-29,28,False
2018-05-06,28,False
2018-05-13,82,False
2018-05-20,0,False
2018-05-27,73,False
2018-06-03,28,False
2018-06-10,0,False
2018-06-17,41,False
2018-06-24,56,False
2018-07-01,56,False
2018-07-08,28,False
2018-07-15,28,False
2018-07-22,56,False
2018-07-29,27,False
2018-08-05,27,False
2018-08-12,27,False
2018-08-19,27,False
2018-08-26,27,False
2018-09-02,27,False
2018-09-09,27,False
2018-09-16,41,False
2018-09-23,41,False
2018-09-30,58,False
2018-10-07,38,False
2018-10-14,41,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,39,False
2018-11-11,26,False
2018-11-18,25,False
2018-11-25,52,False
2018-12-02,39,False
2018-12-09,52,False
2018-12-16,0,False
2018-12-23,29,False
2018-12-30,26,False
2019-01-06,25,False
2019-01-13,24,False
2019-01-20,24,False
2019-01-27,50,False
2019-02-03,25,False
2019-02-10,51,False
2019-02-17,26,False
2019-02-24,27,False
2019-03-03,51,False
2019-03-10,37,False
2019-03-17,35,False
2019-03-24,26,False
2019-03-31,26,False
2019-04-07,26,False
2019-04-14,27,False
2019-04-21,27,False
2019-04-28,26,False
2019-05-05,37,False
2019-05-12,52,False
2019-05-19,42,False
2019-05-26,51,False
2019-06-02,25,False
2019-06-09,26,False
2019-06-16,26,False
2019-06-23,26,False
2019-06-30,53,False
2019-07-07,52,False
2019-07-14,41,False
2019-07-21,28,False
2019-07-28,28,False
2019-08-04,26,False
2019-08-11,41,False
2019-08-18,0,False
2019-08-25,38,False
2019-09-01,33,False
2019-09-08,26,False
2019-09-15,39,False
2019-09-22,0,False
2019-09-29,26,False
2019-10-06,50,False
2019-10-13,24,False
2019-10-20,24,False
2019-10-27,47,False
2019-11-03,47,False
2019-11-10,24,False
2019-11-17,35,False
2019-11-24,46,False
2019-12-01,40,False
2019-12-08,48,False
2019-12-15,0,False
2019-12-22,26,False
2019-12-29,0,False
2020-01-05,34,False
2020-01-12,22,False
2020-01-19,34,False
2020-01-26,22,False
2020-02-02,29,False
2020-02-09,22,False
2020-02-16,31,False
2020-02-23,22,False
2020-03-01,22,False
2020-03-08,27,False
2020-03-15,0,False
2020-03-22,28,False
2020-03-29,38,False
2020-04-05,21,False
2020-04-12,100,False
2020-04-19,19,False
2020-04-26,28,False
2020-05-03,33,False
2020-05-10,30,False
