date,Waschmaschine reinigen,isPartial
2018-01-07,36,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,41,False
2018-02-11,0,False
2018-02-18,40,False
2018-02-25,40,False
2018-03-04,53,False
2018-03-11,40,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,39,False
2018-04-08,40,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,41,False
2018-05-20,0,False
2018-05-27,40,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,39,False
2018-07-01,37,False
2018-07-08,33,False
2018-07-15,50,False
2018-07-22,31,False
2018-07-29,30,False
2018-08-05,29,False
2018-08-12,30,False
2018-08-19,51,False
2018-08-26,38,False
2018-09-02,79,False
2018-09-09,39,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,39,False
2018-10-07,42,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,38,False
2018-11-11,40,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,39,False
2018-12-23,39,False
2018-12-30,0,False
2019-01-06,36,False
2019-01-13,36,False
2019-01-20,0,False
2019-01-27,37,False
2019-02-03,39,False
2019-02-10,39,False
2019-02-17,38,False
2019-02-24,77,False
2019-03-03,36,False
2019-03-10,37,False
2019-03-17,0,False
2019-03-24,37,False
2019-03-31,0,False
2019-04-07,39,False
2019-04-14,40,False
2019-04-21,0,False
2019-04-28,73,False
2019-05-05,0,False
2019-05-12,37,False
2019-05-19,37,False
2019-05-26,36,False
2019-06-02,72,False
2019-06-09,0,False
2019-06-16,36,False
2019-06-23,36,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,34,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,33,False
2019-08-18,70,False
2019-08-25,34,False
2019-09-01,34,False
2019-09-08,0,False
2019-09-15,35,False
2019-09-22,35,False
2019-09-29,34,False
2019-10-06,0,False
2019-10-13,64,False
2019-10-20,33,False
2019-10-27,33,False
2019-11-03,0,False
2019-11-10,100,False
2019-11-17,33,False
2019-11-24,0,False
2019-12-01,35,False
2019-12-08,0,False
2019-12-15,35,False
2019-12-22,55,False
2019-12-29,32,False
2020-01-05,46,False
2020-01-12,30,False
2020-01-19,31,False
2020-01-26,31,False
2020-02-02,31,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,31,False
2020-03-01,31,False
2020-03-08,0,False
2020-03-15,29,False
2020-03-22,29,False
2020-03-29,28,False
2020-04-05,31,False
2020-04-12,30,False
2020-04-19,30,False
2020-04-26,29,False
2020-05-03,0,False
2020-05-10,29,False
