date,Rolltore,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,20,False
2018-02-04,41,False
2018-02-11,29,False
2018-02-18,21,False
2018-02-25,21,False
2018-03-04,42,False
2018-03-11,42,False
2018-03-18,28,False
2018-03-25,23,False
2018-04-01,31,False
2018-04-08,44,False
2018-04-15,22,False
2018-04-22,42,False
2018-04-29,22,False
2018-05-06,22,False
2018-05-13,41,False
2018-05-20,33,False
2018-05-27,22,False
2018-06-03,32,False
2018-06-10,20,False
2018-06-17,30,False
2018-06-24,20,False
2018-07-01,100,False
2018-07-08,20,False
2018-07-15,27,False
2018-07-22,41,False
2018-07-29,28,False
2018-08-05,65,False
2018-08-12,0,False
2018-08-19,23,False
2018-08-26,45,False
2018-09-02,22,False
2018-09-09,52,False
2018-09-16,0,False
2018-09-23,21,False
2018-09-30,42,False
2018-10-07,28,False
2018-10-14,35,False
2018-10-21,42,False
2018-10-28,35,False
2018-11-04,20,False
2018-11-11,20,False
2018-11-18,39,False
2018-11-25,20,False
2018-12-02,30,False
2018-12-09,20,False
2018-12-16,31,False
2018-12-23,0,False
2018-12-30,33,False
2019-01-06,0,False
2019-01-13,19,False
2019-01-20,38,False
2019-01-27,19,False
2019-02-03,19,False
2019-02-10,19,False
2019-02-17,29,False
2019-02-24,20,False
2019-03-03,20,False
2019-03-10,39,False
2019-03-17,31,False
2019-03-24,51,False
2019-03-31,21,False
2019-04-07,20,False
2019-04-14,22,False
2019-04-21,21,False
2019-04-28,27,False
2019-05-05,0,False
2019-05-12,20,False
2019-05-19,19,False
2019-05-26,34,False
2019-06-02,20,False
2019-06-09,0,False
2019-06-16,21,False
2019-06-23,30,False
2019-06-30,39,False
2019-07-07,31,False
2019-07-14,20,False
2019-07-21,41,False
2019-07-28,20,False
2019-08-04,42,False
2019-08-11,42,False
2019-08-18,43,False
2019-08-25,52,False
2019-09-01,40,False
2019-09-08,33,False
2019-09-15,20,False
2019-09-22,19,False
2019-09-29,19,False
2019-10-06,19,False
2019-10-13,19,False
2019-10-20,28,False
2019-10-27,56,False
2019-11-03,36,False
2019-11-10,19,False
2019-11-17,43,False
2019-11-24,18,False
2019-12-01,32,False
2019-12-08,19,False
2019-12-15,39,False
2019-12-22,22,False
2019-12-29,20,False
2020-01-05,18,False
2020-01-12,52,False
2020-01-19,36,False
2020-01-26,18,False
2020-02-02,18,False
2020-02-09,42,False
2020-02-16,36,False
2020-02-23,35,False
2020-03-01,35,False
2020-03-08,16,False
2020-03-15,24,False
2020-03-22,32,False
2020-03-29,27,False
2020-04-05,35,False
2020-04-12,17,False
2020-04-19,49,False
2020-04-26,16,False
2020-05-03,33,False
2020-05-10,44,False
