date,Deejay,isPartial
2018-01-07,53,False
2018-01-14,39,False
2018-01-21,26,False
2018-01-28,92,False
2018-02-04,26,False
2018-02-11,26,False
2018-02-18,38,False
2018-02-25,37,False
2018-03-04,13,False
2018-03-11,52,False
2018-03-18,40,False
2018-03-25,93,False
2018-04-01,43,False
2018-04-08,73,False
2018-04-15,31,False
2018-04-22,15,False
2018-04-29,59,False
2018-05-06,42,False
2018-05-13,42,False
2018-05-20,14,False
2018-05-27,55,False
2018-06-03,14,False
2018-06-10,14,False
2018-06-17,0,False
2018-06-24,41,False
2018-07-01,13,False
2018-07-08,25,False
2018-07-15,37,False
2018-07-22,25,False
2018-07-29,48,False
2018-08-05,11,False
2018-08-12,0,False
2018-08-19,33,False
2018-08-26,0,False
2018-09-02,13,False
2018-09-09,82,False
2018-09-16,13,False
2018-09-23,41,False
2018-09-30,40,False
2018-10-07,28,False
2018-10-14,29,False
2018-10-21,28,False
2018-10-28,42,False
2018-11-04,0,False
2018-11-11,15,False
2018-11-18,58,False
2018-11-25,59,False
2018-12-02,43,False
2018-12-09,55,False
2018-12-16,0,False
2018-12-23,14,False
2018-12-30,44,False
2019-01-06,24,False
2019-01-13,50,False
2019-01-20,37,False
2019-01-27,12,False
2019-02-03,37,False
2019-02-10,37,False
2019-02-17,62,False
2019-02-24,50,False
2019-03-03,63,False
2019-03-10,39,False
2019-03-17,27,False
2019-03-24,14,False
2019-03-31,28,False
2019-04-07,70,False
2019-04-14,0,False
2019-04-21,14,False
2019-04-28,41,False
2019-05-05,54,False
2019-05-12,27,False
2019-05-19,52,False
2019-05-26,13,False
2019-06-02,27,False
2019-06-09,13,False
2019-06-16,74,False
2019-06-23,54,False
2019-06-30,100,False
2019-07-07,24,False
2019-07-14,23,False
2019-07-21,54,False
2019-07-28,10,False
2019-08-04,40,False
2019-08-11,0,False
2019-08-18,27,False
2019-08-25,10,False
2019-09-01,42,False
2019-09-08,71,False
2019-09-15,95,False
2019-09-22,35,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,24,False
2019-10-20,0,False
2019-10-27,86,False
2019-11-03,37,False
2019-11-10,38,False
2019-11-17,37,False
2019-11-24,13,False
2019-12-01,64,False
2019-12-08,13,False
2019-12-15,48,False
2019-12-22,12,False
2019-12-29,49,False
2020-01-05,10,False
2020-01-12,74,False
2020-01-19,33,False
2020-01-26,21,False
2020-02-02,84,False
2020-02-09,96,False
2020-02-16,11,False
2020-02-23,39,False
2020-03-01,20,False
2020-03-08,51,False
2020-03-15,53,False
2020-03-22,99,False
2020-03-29,31,False
2020-04-05,44,False
2020-04-12,44,False
2020-04-19,53,False
2020-04-26,54,True
