date,deejay,isPartial
2018-01-07,14,False
2018-01-14,42,False
2018-01-21,0,False
2018-01-28,54,False
2018-02-04,40,False
2018-02-11,14,False
2018-02-18,65,False
2018-02-25,63,False
2018-03-04,26,False
2018-03-11,67,False
2018-03-18,27,False
2018-03-25,56,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,28,False
2018-04-22,29,False
2018-04-29,14,False
2018-05-06,67,False
2018-05-13,14,False
2018-05-20,14,False
2018-05-27,14,False
2018-06-03,0,False
2018-06-10,13,False
2018-06-17,0,False
2018-06-24,28,False
2018-07-01,14,False
2018-07-08,28,False
2018-07-15,43,False
2018-07-22,29,False
2018-07-29,14,False
2018-08-05,0,False
2018-08-12,14,False
2018-08-19,0,False
2018-08-26,14,False
2018-09-02,28,False
2018-09-09,0,False
2018-09-16,27,False
2018-09-23,27,False
2018-09-30,54,False
2018-10-07,42,False
2018-10-14,42,False
2018-10-21,41,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,14,False
2018-11-18,27,False
2018-11-25,55,False
2018-12-02,84,False
2018-12-09,14,False
2018-12-16,72,False
2018-12-23,48,False
2018-12-30,43,False
2019-01-06,27,False
2019-01-13,53,False
2019-01-20,12,False
2019-01-27,0,False
2019-02-03,26,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,54,False
2019-03-03,70,False
2019-03-10,27,False
2019-03-17,41,False
2019-03-24,14,False
2019-03-31,13,False
2019-04-07,14,False
2019-04-14,28,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,52,False
2019-05-12,0,False
2019-05-19,38,False
2019-05-26,24,False
2019-06-02,54,False
2019-06-09,27,False
2019-06-16,84,False
2019-06-23,55,False
2019-06-30,29,False
2019-07-07,27,False
2019-07-14,14,False
2019-07-21,29,False
2019-07-28,14,False
2019-08-04,14,False
2019-08-11,15,False
2019-08-18,39,False
2019-08-25,13,False
2019-09-01,0,False
2019-09-08,26,False
2019-09-15,0,False
2019-09-22,12,False
2019-09-29,25,False
2019-10-06,25,False
2019-10-13,38,False
2019-10-20,37,False
2019-10-27,0,False
2019-11-03,23,False
2019-11-10,24,False
2019-11-17,61,False
2019-11-24,12,False
2019-12-01,100,False
2019-12-08,51,False
2019-12-15,89,False
2019-12-22,14,False
2019-12-29,0,False
2020-01-05,37,False
2020-01-12,11,False
2020-01-19,23,False
2020-01-26,45,False
2020-02-02,22,False
2020-02-09,47,False
2020-02-16,23,False
2020-02-23,44,False
2020-03-01,32,False
2020-03-08,41,False
2020-03-15,20,False
2020-03-22,27,False
2020-03-29,29,False
2020-04-05,20,False
2020-04-12,41,False
2020-04-19,19,False
2020-04-26,16,True
