date,Deejay,isPartial
2018-01-07,81,False
2018-01-14,40,False
2018-01-21,27,False
2018-01-28,41,False
2018-02-04,95,False
2018-02-11,42,False
2018-02-18,52,False
2018-02-25,100,False
2018-03-04,55,False
2018-03-11,0,False
2018-03-18,40,False
2018-03-25,43,False
2018-04-01,28,False
2018-04-08,14,False
2018-04-15,43,False
2018-04-22,15,False
2018-04-29,0,False
2018-05-06,27,False
2018-05-13,58,False
2018-05-20,28,False
2018-05-27,14,False
2018-06-03,27,False
2018-06-10,25,False
2018-06-17,14,False
2018-06-24,14,False
2018-07-01,14,False
2018-07-08,14,False
2018-07-15,56,False
2018-07-22,14,False
2018-07-29,0,False
2018-08-05,26,False
2018-08-12,12,False
2018-08-19,0,False
2018-08-26,39,False
2018-09-02,14,False
2018-09-09,14,False
2018-09-16,28,False
2018-09-23,71,False
2018-09-30,14,False
2018-10-07,29,False
2018-10-14,60,False
2018-10-21,76,False
2018-10-28,15,False
2018-11-04,14,False
2018-11-11,0,False
2018-11-18,44,False
2018-11-25,87,False
2018-12-02,46,False
2018-12-09,60,False
2018-12-16,31,False
2018-12-23,51,False
2018-12-30,14,False
2019-01-06,43,False
2019-01-13,29,False
2019-01-20,14,False
2019-01-27,28,False
2019-02-03,28,False
2019-02-10,28,False
2019-02-17,57,False
2019-02-24,86,False
2019-03-03,90,False
2019-03-10,30,False
2019-03-17,46,False
2019-03-24,15,False
2019-03-31,45,False
2019-04-07,45,False
2019-04-14,32,False
2019-04-21,47,False
2019-04-28,0,False
2019-05-05,44,False
2019-05-12,0,False
2019-05-19,29,False
2019-05-26,0,False
2019-06-02,46,False
2019-06-09,76,False
2019-06-16,30,False
2019-06-23,74,False
2019-06-30,59,False
2019-07-07,27,False
2019-07-14,42,False
2019-07-21,14,False
2019-07-28,42,False
2019-08-04,69,False
2019-08-11,26,False
2019-08-18,12,False
2019-08-25,24,False
2019-09-01,25,False
2019-09-08,55,False
2019-09-15,52,False
2019-09-22,0,False
2019-09-29,51,False
2019-10-06,0,False
2019-10-13,40,False
2019-10-20,52,False
2019-10-27,52,False
2019-11-03,0,False
2019-11-10,24,False
2019-11-17,38,False
2019-11-24,25,False
2019-12-01,25,False
2019-12-08,64,False
2019-12-15,53,False
2019-12-22,71,False
2019-12-29,40,False
2020-01-05,25,False
2020-01-12,58,False
2020-01-19,24,False
2020-01-26,46,False
2020-02-02,67,False
2020-02-09,59,False
2020-02-16,12,False
2020-02-23,34,False
2020-03-01,11,False
2020-03-08,52,False
2020-03-15,42,False
2020-03-22,39,False
2020-03-29,31,False
2020-04-05,45,False
2020-04-12,66,False
2020-04-19,10,False
2020-04-26,19,True
