date,ristorante matrimonio,isPartial
2018-01-07,40,False
2018-01-14,67,False
2018-01-21,39,False
2018-01-28,51,False
2018-02-04,38,False
2018-02-11,62,False
2018-02-18,47,False
2018-02-25,0,False
2018-03-04,35,False
2018-03-11,47,False
2018-03-18,36,False
2018-03-25,64,False
2018-04-01,79,False
2018-04-08,36,False
2018-04-15,73,False
2018-04-22,52,False
2018-04-29,49,False
2018-05-06,59,False
2018-05-13,82,False
2018-05-20,71,False
2018-05-27,86,False
2018-06-03,50,False
2018-06-10,59,False
2018-06-17,35,False
2018-06-24,49,False
2018-07-01,24,False
2018-07-08,73,False
2018-07-15,100,False
2018-07-22,76,False
2018-07-29,25,False
2018-08-05,82,False
2018-08-12,32,False
2018-08-19,100,False
2018-08-26,57,False
2018-09-02,49,False
2018-09-09,47,False
2018-09-16,91,False
2018-09-23,58,False
2018-09-30,70,False
2018-10-07,36,False
2018-10-14,36,False
2018-10-21,48,False
2018-10-28,47,False
2018-11-04,22,False
2018-11-11,46,False
2018-11-18,70,False
2018-11-25,24,False
2018-12-02,65,False
2018-12-09,24,False
2018-12-16,38,False
2018-12-23,0,False
2018-12-30,82,False
2019-01-06,67,False
2019-01-13,26,False
2019-01-20,25,False
2019-01-27,66,False
2019-02-03,77,False
2019-02-10,51,False
2019-02-17,65,False
2019-02-24,46,False
2019-03-03,27,False
2019-03-10,27,False
2019-03-17,0,False
2019-03-24,26,False
2019-03-31,26,False
2019-04-07,49,False
2019-04-14,39,False
2019-04-21,45,False
2019-04-28,38,False
2019-05-05,82,False
2019-05-12,38,False
2019-05-19,38,False
2019-05-26,25,False
2019-06-02,39,False
2019-06-09,26,False
2019-06-16,53,False
2019-06-23,41,False
2019-06-30,28,False
2019-07-07,38,False
2019-07-14,28,False
2019-07-21,27,False
2019-07-28,30,False
2019-08-04,63,False
2019-08-11,69,False
2019-08-18,32,False
2019-08-25,28,False
2019-09-01,24,False
2019-09-08,77,False
2019-09-15,25,False
2019-09-22,25,False
2019-09-29,50,False
2019-10-06,51,False
2019-10-13,25,False
2019-10-20,37,False
2019-10-27,38,False
2019-11-03,24,False
2019-11-10,24,False
2019-11-17,49,False
2019-11-24,25,False
2019-12-01,51,False
2019-12-08,25,False
2019-12-15,26,False
2019-12-22,0,False
2019-12-29,59,False
2020-01-05,25,False
2020-01-12,82,False
2020-01-19,24,False
2020-01-26,23,False
2020-02-02,23,False
2020-02-09,47,False
2020-02-16,24,False
2020-02-23,23,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,23,False
2020-03-22,21,False
2020-03-29,22,False
2020-04-05,23,False
2020-04-12,23,False
2020-04-19,0,False
2020-04-26,0,True
