date,Psicoterapia,isPartial
2018-01-07,22,False
2018-01-14,22,False
2018-01-21,0,False
2018-01-28,33,False
2018-02-04,22,False
2018-02-11,33,False
2018-02-18,22,False
2018-02-25,0,False
2018-03-04,22,False
2018-03-11,21,False
2018-03-18,43,False
2018-03-25,0,False
2018-04-01,53,False
2018-04-08,32,False
2018-04-15,22,False
2018-04-22,21,False
2018-04-29,23,False
2018-05-06,21,False
2018-05-13,22,False
2018-05-20,22,False
2018-05-27,21,False
2018-06-03,22,False
2018-06-10,42,False
2018-06-17,0,False
2018-06-24,24,False
2018-07-01,36,False
2018-07-08,0,False
2018-07-15,25,False
2018-07-22,26,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,26,False
2018-09-02,35,False
2018-09-09,22,False
2018-09-16,65,False
2018-09-23,32,False
2018-09-30,0,False
2018-10-07,47,False
2018-10-14,22,False
2018-10-21,36,False
2018-10-28,38,False
2018-11-04,32,False
2018-11-11,33,False
2018-11-18,32,False
2018-11-25,32,False
2018-12-02,0,False
2018-12-09,22,False
2018-12-16,32,False
2018-12-23,0,False
2018-12-30,25,False
2019-01-06,21,False
2019-01-13,62,False
2019-01-20,20,False
2019-01-27,20,False
2019-02-03,42,False
2019-02-10,21,False
2019-02-17,32,False
2019-02-24,21,False
2019-03-03,22,False
2019-03-10,32,False
2019-03-17,30,False
2019-03-24,21,False
2019-03-31,30,False
2019-04-07,31,False
2019-04-14,25,False
2019-04-21,25,False
2019-04-28,32,False
2019-05-05,62,False
2019-05-12,41,False
2019-05-19,20,False
2019-05-26,100,False
2019-06-02,40,False
2019-06-09,20,False
2019-06-16,22,False
2019-06-23,22,False
2019-06-30,45,False
2019-07-07,22,False
2019-07-14,24,False
2019-07-21,0,False
2019-07-28,27,False
2019-08-04,55,False
2019-08-11,0,False
2019-08-18,28,False
2019-08-25,0,False
2019-09-01,33,False
2019-09-08,28,False
2019-09-15,19,False
2019-09-22,0,False
2019-09-29,19,False
2019-10-06,32,False
2019-10-13,19,False
2019-10-20,31,False
2019-10-27,28,False
2019-11-03,37,False
2019-11-10,18,False
2019-11-17,18,False
2019-11-24,18,False
2019-12-01,0,False
2019-12-08,19,False
2019-12-15,19,False
2019-12-22,65,False
2019-12-29,21,False
2020-01-05,28,False
2020-01-12,0,False
2020-01-19,18,False
2020-01-26,0,False
2020-02-02,26,False
2020-02-09,35,False
2020-02-16,27,False
2020-02-23,18,False
2020-03-01,28,False
2020-03-08,33,False
2020-03-15,16,False
2020-03-22,15,False
2020-03-29,14,False
2020-04-05,0,False
2020-04-12,16,False
2020-04-19,0,False
2020-04-26,20,False
2020-05-03,24,False
2020-05-10,29,False
2020-05-17,35,True
