date,Plissee,isPartial
2018-01-07,27,False
2018-01-14,28,False
2018-01-21,42,False
2018-01-28,0,False
2018-02-04,30,False
2018-02-11,0,False
2018-02-18,54,False
2018-02-25,27,False
2018-03-04,27,False
2018-03-11,27,False
2018-03-18,27,False
2018-03-25,57,False
2018-04-01,30,False
2018-04-08,29,False
2018-04-15,58,False
2018-04-22,28,False
2018-04-29,58,False
2018-05-06,0,False
2018-05-13,28,False
2018-05-20,100,False
2018-05-27,29,False
2018-06-03,28,False
2018-06-10,26,False
2018-06-17,0,False
2018-06-24,54,False
2018-07-01,42,False
2018-07-08,27,False
2018-07-15,28,False
2018-07-22,0,False
2018-07-29,87,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,27,False
2018-08-26,0,False
2018-09-02,26,False
2018-09-09,0,False
2018-09-16,54,False
2018-09-23,27,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,27,False
2018-10-28,27,False
2018-11-04,26,False
2018-11-11,26,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,26,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,26,False
2019-01-06,23,False
2019-01-13,0,False
2019-01-20,36,False
2019-01-27,25,False
2019-02-03,26,False
2019-02-10,24,False
2019-02-17,37,False
2019-02-24,0,False
2019-03-03,25,False
2019-03-10,24,False
2019-03-17,50,False
2019-03-24,25,False
2019-03-31,26,False
2019-04-07,51,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,24,False
2019-05-05,36,False
2019-05-12,24,False
2019-05-19,0,False
2019-05-26,48,False
2019-06-02,50,False
2019-06-09,52,False
2019-06-16,0,False
2019-06-23,25,False
2019-06-30,51,False
2019-07-07,49,False
2019-07-14,26,False
2019-07-21,26,False
2019-07-28,0,False
2019-08-04,39,False
2019-08-11,25,False
2019-08-18,0,False
2019-08-25,23,False
2019-09-01,23,False
2019-09-08,36,False
2019-09-15,36,False
2019-09-22,48,False
2019-09-29,23,False
2019-10-06,23,False
2019-10-13,94,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,23,False
2019-11-10,23,False
2019-11-17,57,False
2019-11-24,0,False
2019-12-01,23,False
2019-12-08,23,False
2019-12-15,23,False
2019-12-22,25,False
2019-12-29,91,False
2020-01-05,31,False
2020-01-12,41,False
2020-01-19,43,False
2020-01-26,21,False
2020-02-02,44,False
2020-02-09,54,False
2020-02-16,32,False
2020-02-23,21,False
2020-03-01,42,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,40,False
2020-04-12,19,False
2020-04-19,84,False
2020-04-26,28,False
2020-05-03,57,False
2020-05-10,19,False
2020-05-17,61,False
2020-05-24,19,False
2020-05-31,19,False
2020-06-07,20,False
2020-06-14,38,False
2020-06-21,52,False
2020-06-28,42,False
2020-07-05,22,False
