date,Plissee,isPartial
2018-01-07,0,False
2018-01-14,25,False
2018-01-21,0,False
2018-01-28,38,False
2018-02-04,0,False
2018-02-11,26,False
2018-02-18,26,False
2018-02-25,40,False
2018-03-04,25,False
2018-03-11,63,False
2018-03-18,25,False
2018-03-25,53,False
2018-04-01,0,False
2018-04-08,43,False
2018-04-15,75,False
2018-04-22,0,False
2018-04-29,57,False
2018-05-06,27,False
2018-05-13,0,False
2018-05-20,53,False
2018-05-27,27,False
2018-06-03,26,False
2018-06-10,62,False
2018-06-17,53,False
2018-06-24,39,False
2018-07-01,0,False
2018-07-08,26,False
2018-07-15,40,False
2018-07-22,27,False
2018-07-29,40,False
2018-08-05,26,False
2018-08-12,54,False
2018-08-19,26,False
2018-08-26,0,False
2018-09-02,26,False
2018-09-09,40,False
2018-09-16,0,False
2018-09-23,27,False
2018-09-30,28,False
2018-10-07,30,False
2018-10-14,80,False
2018-10-21,63,False
2018-10-28,29,False
2018-11-04,27,False
2018-11-11,63,False
2018-11-18,32,False
2018-11-25,32,False
2018-12-02,30,False
2018-12-09,0,False
2018-12-16,34,False
2018-12-23,0,False
2018-12-30,26,False
2019-01-06,24,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,24,False
2019-02-10,24,False
2019-02-17,25,False
2019-02-24,24,False
2019-03-03,25,False
2019-03-10,37,False
2019-03-17,49,False
2019-03-24,97,False
2019-03-31,25,False
2019-04-07,24,False
2019-04-14,0,False
2019-04-21,39,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,94,False
2019-05-26,71,False
2019-06-02,24,False
2019-06-09,25,False
2019-06-16,25,False
2019-06-23,25,False
2019-06-30,24,False
2019-07-07,24,False
2019-07-14,25,False
2019-07-21,26,False
2019-07-28,25,False
2019-08-04,78,False
2019-08-11,25,False
2019-08-18,24,False
2019-08-25,61,False
2019-09-01,48,False
2019-09-08,62,False
2019-09-15,0,False
2019-09-22,26,False
2019-09-29,24,False
2019-10-06,26,False
2019-10-13,27,False
2019-10-20,54,False
2019-10-27,26,False
2019-11-03,51,False
2019-11-10,100,False
2019-11-17,0,False
2019-11-24,52,False
2019-12-01,26,False
2019-12-08,26,False
2019-12-15,27,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,44,False
2020-01-19,0,False
2020-01-26,35,False
2020-02-02,43,False
2020-02-09,0,False
2020-02-16,37,False
2020-02-23,47,False
2020-03-01,24,False
2020-03-08,46,False
2020-03-15,22,False
2020-03-22,18,False
2020-03-29,28,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,78,False
2020-04-26,0,False
2020-05-03,20,False
2020-05-10,0,False
2020-05-17,22,False
2020-05-24,0,False
2020-05-31,0,False
2020-06-07,45,False
2020-06-14,20,False
2020-06-21,34,False
2020-06-28,23,False
2020-07-05,96,False
