date,Plissee,isPartial
2018-01-07,0,False
2018-01-14,32,False
2018-01-21,0,False
2018-01-28,64,False
2018-02-04,32,False
2018-02-11,0,False
2018-02-18,98,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,32,False
2018-03-25,67,False
2018-04-01,34,False
2018-04-08,0,False
2018-04-15,34,False
2018-04-22,33,False
2018-04-29,0,False
2018-05-06,34,False
2018-05-13,32,False
2018-05-20,100,False
2018-05-27,34,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,94,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,69,False
2018-08-05,33,False
2018-08-12,35,False
2018-08-19,0,False
2018-08-26,97,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,64,False
2018-09-23,0,False
2018-09-30,33,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,33,False
2018-10-28,33,False
2018-11-04,31,False
2018-11-11,32,False
2018-11-18,31,False
2018-11-25,31,False
2018-12-02,64,False
2018-12-09,32,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,29,False
2019-01-20,29,False
2019-01-27,89,False
2019-02-03,29,False
2019-02-10,0,False
2019-02-17,31,False
2019-02-24,30,False
2019-03-03,30,False
2019-03-10,0,False
2019-03-17,30,False
2019-03-24,91,False
2019-03-31,63,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,32,False
2019-04-28,60,False
2019-05-05,29,False
2019-05-12,29,False
2019-05-19,29,False
2019-05-26,30,False
2019-06-02,31,False
2019-06-09,32,False
2019-06-16,32,False
2019-06-23,63,False
2019-06-30,63,False
2019-07-07,30,False
2019-07-14,0,False
2019-07-21,34,False
2019-07-28,32,False
2019-08-04,67,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,30,False
2019-09-08,0,False
2019-09-15,33,False
2019-09-22,92,False
2019-09-29,30,False
2019-10-06,30,False
2019-10-13,31,False
2019-10-20,0,False
2019-10-27,30,False
2019-11-03,58,False
2019-11-10,58,False
2019-11-17,0,False
2019-11-24,58,False
2019-12-01,61,False
2019-12-08,0,False
2019-12-15,31,False
2019-12-22,0,False
2019-12-29,63,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,83,False
2020-01-26,0,False
2020-02-02,54,False
2020-02-09,83,False
2020-02-16,0,False
2020-02-23,27,False
2020-03-01,27,False
2020-03-08,51,False
2020-03-15,0,False
2020-03-22,45,False
2020-03-29,45,False
2020-04-05,26,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,48,False
2020-05-03,51,False
2020-05-10,25,False
2020-05-17,27,False
2020-05-24,99,False
2020-05-31,26,False
2020-06-07,26,False
2020-06-14,75,False
2020-06-21,80,False
2020-06-28,80,False
2020-07-05,0,False
