date,peintre décorateur,isPartial
2018-01-07,60,False
2018-01-14,24,False
2018-01-21,32,False
2018-01-28,24,False
2018-02-04,48,False
2018-02-11,36,False
2018-02-18,50,False
2018-02-25,37,False
2018-03-04,40,False
2018-03-11,61,False
2018-03-18,24,False
2018-03-25,25,False
2018-04-01,25,False
2018-04-08,25,False
2018-04-15,26,False
2018-04-22,26,False
2018-04-29,25,False
2018-05-06,26,False
2018-05-13,24,False
2018-05-20,25,False
2018-05-27,24,False
2018-06-03,24,False
2018-06-10,23,False
2018-06-17,25,False
2018-06-24,49,False
2018-07-01,24,False
2018-07-08,0,False
2018-07-15,54,False
2018-07-22,27,False
2018-07-29,27,False
2018-08-05,54,False
2018-08-12,37,False
2018-08-19,27,False
2018-08-26,26,False
2018-09-02,34,False
2018-09-09,33,False
2018-09-16,42,False
2018-09-23,25,False
2018-09-30,25,False
2018-10-07,0,False
2018-10-14,100,False
2018-10-21,25,False
2018-10-28,26,False
2018-11-04,49,False
2018-11-11,49,False
2018-11-18,24,False
2018-11-25,0,False
2018-12-02,24,False
2018-12-09,25,False
2018-12-16,34,False
2018-12-23,0,False
2018-12-30,55,False
2019-01-06,49,False
2019-01-13,50,False
2019-01-20,48,False
2019-01-27,35,False
2019-02-03,47,False
2019-02-10,41,False
2019-02-17,25,False
2019-02-24,37,False
2019-03-03,24,False
2019-03-10,24,False
2019-03-17,51,False
2019-03-24,38,False
2019-03-31,37,False
2019-04-07,42,False
2019-04-14,25,False
2019-04-21,50,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,72,False
2019-05-19,0,False
2019-05-26,36,False
2019-06-02,34,False
2019-06-09,95,False
2019-06-16,0,False
2019-06-23,24,False
2019-06-30,24,False
2019-07-07,36,False
2019-07-14,0,False
2019-07-21,25,False
2019-07-28,26,False
2019-08-04,39,False
2019-08-11,64,False
2019-08-18,0,False
2019-08-25,48,False
2019-09-01,35,False
2019-09-08,54,False
2019-09-15,47,False
2019-09-22,23,False
2019-09-29,22,False
2019-10-06,23,False
2019-10-13,34,False
2019-10-20,34,False
2019-10-27,22,False
2019-11-03,44,False
2019-11-10,33,False
2019-11-17,22,False
2019-11-24,32,False
2019-12-01,29,False
2019-12-08,22,False
2019-12-15,33,False
2019-12-22,50,False
2019-12-29,31,False
2020-01-05,43,False
2020-01-12,53,False
2020-01-19,32,False
2020-01-26,35,False
2020-02-02,21,False
2020-02-09,42,False
2020-02-16,22,False
2020-02-23,21,False
2020-03-01,48,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,19,False
2020-04-05,19,False
2020-04-12,20,False
2020-04-19,19,False
2020-04-26,18,False
2020-05-03,18,False
2020-05-10,19,False
2020-05-17,30,False
2020-05-24,20,False
2020-05-31,47,False
2020-06-07,38,False
2020-06-14,69,False
2020-06-21,0,True
