date,piscine rectangulaire,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,15,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,45,False
2018-04-01,0,False
2018-04-08,31,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,15,False
2018-05-06,16,False
2018-05-13,0,False
2018-05-20,32,False
2018-05-27,0,False
2018-06-03,16,False
2018-06-10,0,False
2018-06-17,33,False
2018-06-24,24,False
2018-07-01,46,False
2018-07-08,32,False
2018-07-15,16,False
2018-07-22,32,False
2018-07-29,0,False
2018-08-05,40,False
2018-08-12,17,False
2018-08-19,0,False
2018-08-26,16,False
2018-09-02,32,False
2018-09-09,16,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,16,False
2018-10-21,16,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,15,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,15,False
2019-01-20,14,False
2019-01-27,0,False
2019-02-03,15,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,30,False
2019-03-03,0,False
2019-03-10,15,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,15,False
2019-04-07,0,False
2019-04-14,16,False
2019-04-21,23,False
2019-04-28,15,False
2019-05-05,0,False
2019-05-12,15,False
2019-05-19,22,False
2019-05-26,31,False
2019-06-02,29,False
2019-06-09,28,False
2019-06-16,15,False
2019-06-23,68,False
2019-06-30,44,False
2019-07-07,0,False
2019-07-14,15,False
2019-07-21,15,False
2019-07-28,0,False
2019-08-04,16,False
2019-08-11,15,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,15,False
2019-09-22,0,False
2019-09-29,14,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,13,False
2019-11-03,0,False
2019-11-10,13,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,14,False
2020-01-05,13,False
2020-01-12,0,False
2020-01-19,13,False
2020-01-26,13,False
2020-02-02,0,False
2020-02-09,13,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,25,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,10,False
2020-04-05,37,False
2020-04-12,21,False
2020-04-19,32,False
2020-04-26,15,False
2020-05-03,42,False
2020-05-10,38,False
2020-05-17,100,True
