date,piscine rectangulaire,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,4,False
2018-01-28,4,False
2018-02-04,0,False
2018-02-11,4,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,4,False
2018-03-11,0,False
2018-03-18,4,False
2018-03-25,8,False
2018-04-01,5,False
2018-04-08,7,False
2018-04-15,10,False
2018-04-22,4,False
2018-04-29,9,False
2018-05-06,11,False
2018-05-13,4,False
2018-05-20,8,False
2018-05-27,15,False
2018-06-03,5,False
2018-06-10,4,False
2018-06-17,12,False
2018-06-24,36,False
2018-07-01,34,False
2018-07-08,17,False
2018-07-15,17,False
2018-07-22,28,False
2018-07-29,21,False
2018-08-05,14,False
2018-08-12,6,False
2018-08-19,5,False
2018-08-26,4,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,4,False
2018-10-14,0,False
2018-10-21,4,False
2018-10-28,4,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,4,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,4,False
2019-01-13,4,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,4,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,6,False
2019-03-17,4,False
2019-03-24,4,False
2019-03-31,6,False
2019-04-07,6,False
2019-04-14,6,False
2019-04-21,8,False
2019-04-28,3,False
2019-05-05,3,False
2019-05-12,11,False
2019-05-19,7,False
2019-05-26,10,False
2019-06-02,17,False
2019-06-09,11,False
2019-06-16,19,False
2019-06-23,65,False
2019-06-30,19,False
2019-07-07,6,False
2019-07-14,9,False
2019-07-21,25,False
2019-07-28,4,False
2019-08-04,8,False
2019-08-11,4,False
2019-08-18,4,False
2019-08-25,7,False
2019-09-01,4,False
2019-09-08,4,False
2019-09-15,6,False
2019-09-22,3,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,5,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,3,False
2019-11-24,3,False
2019-12-01,3,False
2019-12-08,3,False
2019-12-15,0,False
2019-12-22,4,False
2019-12-29,4,False
2020-01-05,3,False
2020-01-12,3,False
2020-01-19,0,False
2020-01-26,3,False
2020-02-02,6,False
2020-02-09,0,False
2020-02-16,3,False
2020-02-23,3,False
2020-03-01,3,False
2020-03-08,3,False
2020-03-15,3,False
2020-03-22,4,False
2020-03-29,3,False
2020-04-05,22,False
2020-04-12,27,False
2020-04-19,26,False
2020-04-26,16,False
2020-05-03,30,False
2020-05-10,16,False
2020-05-17,100,True
