date,piscine rectangulaire,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,14,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,15,False
2018-04-01,15,False
2018-04-08,15,False
2018-04-15,16,False
2018-04-22,15,False
2018-04-29,16,False
2018-05-06,21,False
2018-05-13,15,False
2018-05-20,0,False
2018-05-27,23,False
2018-06-03,15,False
2018-06-10,15,False
2018-06-17,15,False
2018-06-24,39,False
2018-07-01,55,False
2018-07-08,31,False
2018-07-15,17,False
2018-07-22,17,False
2018-07-29,17,False
2018-08-05,35,False
2018-08-12,18,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,16,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,15,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,17,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,23,False
2019-03-31,15,False
2019-04-07,23,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,43,False
2019-05-05,14,False
2019-05-12,15,False
2019-05-19,15,False
2019-05-26,30,False
2019-06-02,64,False
2019-06-09,14,False
2019-06-16,25,False
2019-06-23,100,False
2019-06-30,55,False
2019-07-07,15,False
2019-07-14,24,False
2019-07-21,32,False
2019-07-28,0,False
2019-08-04,17,False
2019-08-11,34,False
2019-08-18,0,False
2019-08-25,23,False
2019-09-01,15,False
2019-09-08,15,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,13,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,13,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,13,False
2020-02-16,0,False
2020-02-23,13,False
2020-03-01,12,False
2020-03-08,12,False
2020-03-15,11,False
2020-03-22,11,False
2020-03-29,21,False
2020-04-05,38,False
2020-04-12,15,False
2020-04-19,41,False
2020-04-26,37,False
2020-05-03,34,False
2020-05-10,19,False
2020-05-17,69,True
