date,piscine rectangulaire,isPartial
2018-01-07,10,False
2018-01-14,0,False
2018-01-21,14,False
2018-01-28,10,False
2018-02-04,15,False
2018-02-11,39,False
2018-02-18,10,False
2018-02-25,14,False
2018-03-04,10,False
2018-03-11,20,False
2018-03-18,10,False
2018-03-25,30,False
2018-04-01,50,False
2018-04-08,23,False
2018-04-15,56,False
2018-04-22,26,False
2018-04-29,25,False
2018-05-06,34,False
2018-05-13,39,False
2018-05-20,45,False
2018-05-27,29,False
2018-06-03,29,False
2018-06-10,28,False
2018-06-17,49,False
2018-06-24,78,False
2018-07-01,67,False
2018-07-08,62,False
2018-07-15,39,False
2018-07-22,38,False
2018-07-29,48,False
2018-08-05,41,False
2018-08-12,14,False
2018-08-19,10,False
2018-08-26,19,False
2018-09-02,20,False
2018-09-09,30,False
2018-09-16,10,False
2018-09-23,10,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,10,False
2018-11-04,0,False
2018-11-11,10,False
2018-11-18,0,False
2018-11-25,10,False
2018-12-02,10,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,12,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,10,False
2019-02-03,10,False
2019-02-10,11,False
2019-02-17,21,False
2019-02-24,40,False
2019-03-03,0,False
2019-03-10,26,False
2019-03-17,26,False
2019-03-24,41,False
2019-03-31,20,False
2019-04-07,20,False
2019-04-14,10,False
2019-04-21,19,False
2019-04-28,25,False
2019-05-05,19,False
2019-05-12,10,False
2019-05-19,24,False
2019-05-26,24,False
2019-06-02,91,False
2019-06-09,45,False
2019-06-16,74,False
2019-06-23,83,False
2019-06-30,79,False
2019-07-07,23,False
2019-07-14,42,False
2019-07-21,24,False
2019-07-28,48,False
2019-08-04,19,False
2019-08-11,13,False
2019-08-18,32,False
2019-08-25,8,False
2019-09-01,9,False
2019-09-08,18,False
2019-09-15,0,False
2019-09-22,9,False
2019-09-29,18,False
2019-10-06,9,False
2019-10-13,0,False
2019-10-20,9,False
2019-10-27,9,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,9,False
2019-11-24,9,False
2019-12-01,0,False
2019-12-08,9,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,8,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,25,False
2020-02-02,17,False
2020-02-09,8,False
2020-02-16,25,False
2020-02-23,8,False
2020-03-01,0,False
2020-03-08,24,False
2020-03-15,15,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,42,False
2020-04-12,40,False
2020-04-19,52,False
2020-04-26,40,False
2020-05-03,84,False
2020-05-10,59,False
2020-05-17,100,True
