date,taglio capelli donna,isPartial
2018-01-07,41,False
2018-01-14,40,False
2018-01-21,0,False
2018-01-28,20,False
2018-02-04,20,False
2018-02-11,87,False
2018-02-18,21,False
2018-02-25,0,False
2018-03-04,21,False
2018-03-11,0,False
2018-03-18,21,False
2018-03-25,87,False
2018-04-01,91,False
2018-04-08,0,False
2018-04-15,43,False
2018-04-22,0,False
2018-04-29,21,False
2018-05-06,0,False
2018-05-13,22,False
2018-05-20,21,False
2018-05-27,0,False
2018-06-03,66,False
2018-06-10,40,False
2018-06-17,62,False
2018-06-24,21,False
2018-07-01,21,False
2018-07-08,0,False
2018-07-15,22,False
2018-07-22,22,False
2018-07-29,0,False
2018-08-05,23,False
2018-08-12,0,False
2018-08-19,25,False
2018-08-26,46,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,40,False
2018-09-23,62,False
2018-09-30,0,False
2018-10-07,43,False
2018-10-14,0,False
2018-10-21,21,False
2018-10-28,21,False
2018-11-04,42,False
2018-11-11,45,False
2018-11-18,65,False
2018-11-25,0,False
2018-12-02,23,False
2018-12-09,0,False
2018-12-16,22,False
2018-12-23,0,False
2018-12-30,89,False
2019-01-06,21,False
2019-01-13,20,False
2019-01-20,0,False
2019-01-27,20,False
2019-02-03,0,False
2019-02-10,20,False
2019-02-17,60,False
2019-02-24,62,False
2019-03-03,0,False
2019-03-10,20,False
2019-03-17,0,False
2019-03-24,43,False
2019-03-31,41,False
2019-04-07,21,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,41,False
2019-05-05,20,False
2019-05-12,20,False
2019-05-19,20,False
2019-05-26,0,False
2019-06-02,21,False
2019-06-09,22,False
2019-06-16,22,False
2019-06-23,22,False
2019-06-30,46,False
2019-07-07,43,False
2019-07-14,0,False
2019-07-21,22,False
2019-07-28,0,False
2019-08-04,94,False
2019-08-11,0,False
2019-08-18,48,False
2019-08-25,0,False
2019-09-01,39,False
2019-09-08,0,False
2019-09-15,97,False
2019-09-22,19,False
2019-09-29,19,False
2019-10-06,40,False
2019-10-13,100,False
2019-10-20,19,False
2019-10-27,38,False
2019-11-03,36,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,58,False
2019-12-01,20,False
2019-12-08,0,False
2019-12-15,20,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,19,False
2020-01-12,56,False
2020-01-19,19,False
2020-01-26,56,False
2020-02-02,54,False
2020-02-09,19,False
2020-02-16,19,False
2020-02-23,18,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,33,False
2020-03-22,0,False
2020-03-29,16,False
2020-04-05,17,False
2020-04-12,0,False
2020-04-19,15,False
2020-04-26,26,True
