date,taglio capelli donna,isPartial
2018-01-07,16,False
2018-01-14,32,False
2018-01-21,15,False
2018-01-28,47,False
2018-02-04,23,False
2018-02-11,16,False
2018-02-18,80,False
2018-02-25,16,False
2018-03-04,40,False
2018-03-11,49,False
2018-03-18,50,False
2018-03-25,17,False
2018-04-01,18,False
2018-04-08,16,False
2018-04-15,17,False
2018-04-22,0,False
2018-04-29,17,False
2018-05-06,25,False
2018-05-13,33,False
2018-05-20,50,False
2018-05-27,17,False
2018-06-03,17,False
2018-06-10,24,False
2018-06-17,45,False
2018-06-24,55,False
2018-07-01,54,False
2018-07-08,18,False
2018-07-15,19,False
2018-07-22,38,False
2018-07-29,100,False
2018-08-05,22,False
2018-08-12,0,False
2018-08-19,45,False
2018-08-26,29,False
2018-09-02,64,False
2018-09-09,36,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,53,False
2018-10-07,36,False
2018-10-14,18,False
2018-10-21,70,False
2018-10-28,35,False
2018-11-04,82,False
2018-11-11,25,False
2018-11-18,32,False
2018-11-25,25,False
2018-12-02,34,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,40,False
2018-12-30,18,False
2019-01-06,33,False
2019-01-13,24,False
2019-01-20,31,False
2019-01-27,15,False
2019-02-03,38,False
2019-02-10,15,False
2019-02-17,31,False
2019-02-24,64,False
2019-03-03,33,False
2019-03-10,32,False
2019-03-17,57,False
2019-03-24,40,False
2019-03-31,63,False
2019-04-07,39,False
2019-04-14,32,False
2019-04-21,53,False
2019-04-28,33,False
2019-05-05,48,False
2019-05-12,24,False
2019-05-19,16,False
2019-05-26,15,False
2019-06-02,39,False
2019-06-09,53,False
2019-06-16,32,False
2019-06-23,41,False
2019-06-30,32,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,17,False
2019-07-28,36,False
2019-08-04,0,False
2019-08-11,42,False
2019-08-18,57,False
2019-08-25,0,False
2019-09-01,22,False
2019-09-08,16,False
2019-09-15,37,False
2019-09-22,46,False
2019-09-29,77,False
2019-10-06,39,False
2019-10-13,15,False
2019-10-20,29,False
2019-10-27,37,False
2019-11-03,36,False
2019-11-10,0,False
2019-11-17,14,False
2019-11-24,14,False
2019-12-01,22,False
2019-12-08,23,False
2019-12-15,15,False
2019-12-22,42,False
2019-12-29,24,False
2020-01-05,14,False
2020-01-12,26,False
2020-01-19,20,False
2020-01-26,40,False
2020-02-02,39,False
2020-02-09,34,False
2020-02-16,0,False
2020-02-23,13,False
2020-03-01,19,False
2020-03-08,0,False
2020-03-15,12,False
2020-03-22,0,False
2020-03-29,12,False
2020-04-05,19,False
2020-04-12,13,False
2020-04-19,12,False
2020-04-26,20,True
