date,Alquiler de coches,isPartial
2018-01-07,34,False
2018-01-14,43,False
2018-01-21,17,False
2018-01-28,34,False
2018-02-04,34,False
2018-02-11,34,False
2018-02-18,17,False
2018-02-25,35,False
2018-03-04,17,False
2018-03-11,17,False
2018-03-18,26,False
2018-03-25,33,False
2018-04-01,33,False
2018-04-08,50,False
2018-04-15,35,False
2018-04-22,49,False
2018-04-29,35,False
2018-05-06,17,False
2018-05-13,52,False
2018-05-20,43,False
2018-05-27,42,False
2018-06-03,42,False
2018-06-10,63,False
2018-06-17,70,False
2018-06-24,42,False
2018-07-01,32,False
2018-07-08,47,False
2018-07-15,52,False
2018-07-22,52,False
2018-07-29,37,False
2018-08-05,48,False
2018-08-12,42,False
2018-08-19,72,False
2018-08-26,38,False
2018-09-02,47,False
2018-09-09,16,False
2018-09-16,33,False
2018-09-23,25,False
2018-09-30,26,False
2018-10-07,17,False
2018-10-14,33,False
2018-10-21,35,False
2018-10-28,35,False
2018-11-04,17,False
2018-11-11,26,False
2018-11-18,0,False
2018-11-25,17,False
2018-12-02,17,False
2018-12-09,17,False
2018-12-16,43,False
2018-12-23,19,False
2018-12-30,56,False
2019-01-06,17,False
2019-01-13,33,False
2019-01-20,15,False
2019-01-27,24,False
2019-02-03,0,False
2019-02-10,51,False
2019-02-17,43,False
2019-02-24,70,False
2019-03-03,43,False
2019-03-10,17,False
2019-03-17,16,False
2019-03-24,17,False
2019-03-31,25,False
2019-04-07,34,False
2019-04-14,38,False
2019-04-21,100,False
2019-04-28,32,False
2019-05-05,33,False
2019-05-12,49,False
2019-05-19,32,False
2019-05-26,63,False
2019-06-02,62,False
2019-06-09,32,False
2019-06-16,73,False
2019-06-23,32,False
2019-06-30,38,False
2019-07-07,52,False
2019-07-14,31,False
2019-07-21,28,False
2019-07-28,43,False
2019-08-04,20,False
2019-08-11,13,False
2019-08-18,39,False
2019-08-25,53,False
2019-09-01,44,False
2019-09-08,70,False
2019-09-15,77,False
2019-09-22,45,False
2019-09-29,30,False
2019-10-06,23,False
2019-10-13,45,False
2019-10-20,23,False
2019-10-27,46,False
2019-11-03,29,False
2019-11-10,37,False
2019-11-17,15,False
2019-11-24,50,False
2019-12-01,15,False
2019-12-08,0,False
2019-12-15,14,False
2019-12-22,16,False
2019-12-29,63,False
2020-01-05,30,False
2020-01-12,55,False
2020-01-19,49,False
2020-01-26,14,False
2020-02-02,14,False
2020-02-09,29,False
2020-02-16,43,False
2020-02-23,56,False
2020-03-01,40,False
2020-03-08,13,False
2020-03-15,12,False
2020-03-22,12,False
2020-03-29,12,False
2020-04-05,18,False
2020-04-12,21,True
