date,Alquiler de coches,isPartial
2018-01-07,31,False
2018-01-14,31,False
2018-01-21,20,False
2018-01-28,30,False
2018-02-04,20,False
2018-02-11,31,False
2018-02-18,20,False
2018-02-25,29,False
2018-03-04,20,False
2018-03-11,60,False
2018-03-18,22,False
2018-03-25,46,False
2018-04-01,32,False
2018-04-08,30,False
2018-04-15,41,False
2018-04-22,29,False
2018-04-29,31,False
2018-05-06,60,False
2018-05-13,31,False
2018-05-20,32,False
2018-05-27,81,False
2018-06-03,50,False
2018-06-10,20,False
2018-06-17,53,False
2018-06-24,86,False
2018-07-01,75,False
2018-07-08,32,False
2018-07-15,68,False
2018-07-22,79,False
2018-07-29,11,False
2018-08-05,45,False
2018-08-12,23,False
2018-08-19,58,False
2018-08-26,33,False
2018-09-02,61,False
2018-09-09,10,False
2018-09-16,0,False
2018-09-23,20,False
2018-09-30,61,False
2018-10-07,21,False
2018-10-14,10,False
2018-10-21,20,False
2018-10-28,32,False
2018-11-04,10,False
2018-11-11,39,False
2018-11-18,29,False
2018-11-25,31,False
2018-12-02,22,False
2018-12-09,32,False
2018-12-16,11,False
2018-12-23,12,False
2018-12-30,12,False
2019-01-06,31,False
2019-01-13,20,False
2019-01-20,28,False
2019-01-27,49,False
2019-02-03,10,False
2019-02-10,30,False
2019-02-17,20,False
2019-02-24,20,False
2019-03-03,41,False
2019-03-10,31,False
2019-03-17,62,False
2019-03-24,40,False
2019-03-31,10,False
2019-04-07,21,False
2019-04-14,49,False
2019-04-21,51,False
2019-04-28,40,False
2019-05-05,20,False
2019-05-12,50,False
2019-05-19,19,False
2019-05-26,29,False
2019-06-02,67,False
2019-06-09,70,False
2019-06-16,40,False
2019-06-23,61,False
2019-06-30,41,False
2019-07-07,51,False
2019-07-14,32,False
2019-07-21,65,False
2019-07-28,76,False
2019-08-04,100,False
2019-08-11,100,False
2019-08-18,0,False
2019-08-25,50,False
2019-09-01,47,False
2019-09-08,35,False
2019-09-15,68,False
2019-09-22,38,False
2019-09-29,56,False
2019-10-06,46,False
2019-10-13,46,False
2019-10-20,26,False
2019-10-27,37,False
2019-11-03,36,False
2019-11-10,36,False
2019-11-17,9,False
2019-11-24,26,False
2019-12-01,61,False
2019-12-08,37,False
2019-12-15,27,False
2019-12-22,59,False
2019-12-29,29,False
2020-01-05,26,False
2020-01-12,8,False
2020-01-19,23,False
2020-01-26,25,False
2020-02-02,25,False
2020-02-09,74,False
2020-02-16,40,False
2020-02-23,8,False
2020-03-01,31,False
2020-03-08,30,False
2020-03-15,0,False
2020-03-22,19,False
2020-03-29,7,False
2020-04-05,7,False
2020-04-12,23,True
