date,Alquiler de coches,isPartial
2018-01-07,26,False
2018-01-14,26,False
2018-01-21,26,False
2018-01-28,26,False
2018-02-04,37,False
2018-02-11,32,False
2018-02-18,40,False
2018-02-25,52,False
2018-03-04,39,False
2018-03-11,39,False
2018-03-18,38,False
2018-03-25,20,False
2018-04-01,40,False
2018-04-08,77,False
2018-04-15,67,False
2018-04-22,63,False
2018-04-29,13,False
2018-05-06,38,False
2018-05-13,39,False
2018-05-20,39,False
2018-05-27,63,False
2018-06-03,37,False
2018-06-10,48,False
2018-06-17,60,False
2018-06-24,46,False
2018-07-01,57,False
2018-07-08,52,False
2018-07-15,100,False
2018-07-22,46,False
2018-07-29,65,False
2018-08-05,62,False
2018-08-12,68,False
2018-08-19,57,False
2018-08-26,77,False
2018-09-02,62,False
2018-09-09,65,False
2018-09-16,13,False
2018-09-23,39,False
2018-09-30,85,False
2018-10-07,13,False
2018-10-14,25,False
2018-10-21,78,False
2018-10-28,40,False
2018-11-04,25,False
2018-11-11,13,False
2018-11-18,31,False
2018-11-25,45,False
2018-12-02,33,False
2018-12-09,13,False
2018-12-16,39,False
2018-12-23,21,False
2018-12-30,28,False
2019-01-06,38,False
2019-01-13,56,False
2019-01-20,12,False
2019-01-27,24,False
2019-02-03,25,False
2019-02-10,52,False
2019-02-17,32,False
2019-02-24,33,False
2019-03-03,26,False
2019-03-10,50,False
2019-03-17,32,False
2019-03-24,63,False
2019-03-31,50,False
2019-04-07,26,False
2019-04-14,46,False
2019-04-21,38,False
2019-04-28,49,False
2019-05-05,69,False
2019-05-12,62,False
2019-05-19,43,False
2019-05-26,55,False
2019-06-02,59,False
2019-06-09,49,False
2019-06-16,51,False
2019-06-23,50,False
2019-06-30,64,False
2019-07-07,51,False
2019-07-14,32,False
2019-07-21,30,False
2019-07-28,70,False
2019-08-04,54,False
2019-08-11,66,False
2019-08-18,46,False
2019-08-25,52,False
2019-09-01,36,False
2019-09-08,25,False
2019-09-15,65,False
2019-09-22,47,False
2019-09-29,30,False
2019-10-06,36,False
2019-10-13,28,False
2019-10-20,35,False
2019-10-27,46,False
2019-11-03,11,False
2019-11-10,22,False
2019-11-17,23,False
2019-11-24,27,False
2019-12-01,29,False
2019-12-08,30,False
2019-12-15,17,False
2019-12-22,24,False
2019-12-29,24,False
2020-01-05,12,False
2020-01-12,58,False
2020-01-19,27,False
2020-01-26,22,False
2020-02-02,27,False
2020-02-09,33,False
2020-02-16,60,False
2020-02-23,21,False
2020-03-01,20,False
2020-03-08,10,False
2020-03-15,0,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,9,False
2020-04-12,0,True
