date,Personal Training,isPartial
2018-01-07,61,False
2018-01-14,37,False
2018-01-21,57,False
2018-01-28,24,False
2018-02-04,65,False
2018-02-11,91,False
2018-02-18,37,False
2018-02-25,33,False
2018-03-04,86,False
2018-03-11,33,False
2018-03-18,77,False
2018-03-25,81,False
2018-04-01,55,False
2018-04-08,44,False
2018-04-15,36,False
2018-04-22,44,False
2018-04-29,54,False
2018-05-06,39,False
2018-05-13,51,False
2018-05-20,40,False
2018-05-27,0,False
2018-06-03,66,False
2018-06-10,51,False
2018-06-17,39,False
2018-06-24,36,False
2018-07-01,41,False
2018-07-08,82,False
2018-07-15,37,False
2018-07-22,27,False
2018-07-29,27,False
2018-08-05,52,False
2018-08-12,53,False
2018-08-19,26,False
2018-08-26,25,False
2018-09-02,25,False
2018-09-09,33,False
2018-09-16,94,False
2018-09-23,43,False
2018-09-30,0,False
2018-10-07,26,False
2018-10-14,38,False
2018-10-21,37,False
2018-10-28,0,False
2018-11-04,48,False
2018-11-11,50,False
2018-11-18,58,False
2018-11-25,66,False
2018-12-02,52,False
2018-12-09,39,False
2018-12-16,27,False
2018-12-23,72,False
2018-12-30,65,False
2019-01-06,86,False
2019-01-13,33,False
2019-01-20,65,False
2019-01-27,49,False
2019-02-03,49,False
2019-02-10,58,False
2019-02-17,49,False
2019-02-24,68,False
2019-03-03,74,False
2019-03-10,89,False
2019-03-17,51,False
2019-03-24,66,False
2019-03-31,58,False
2019-04-07,33,False
2019-04-14,81,False
2019-04-21,53,False
2019-04-28,42,False
2019-05-05,60,False
2019-05-12,50,False
2019-05-19,65,False
2019-05-26,34,False
2019-06-02,61,False
2019-06-09,75,False
2019-06-16,38,False
2019-06-23,52,False
2019-06-30,65,False
2019-07-07,39,False
2019-07-14,53,False
2019-07-21,27,False
2019-07-28,41,False
2019-08-04,35,False
2019-08-11,57,False
2019-08-18,74,False
2019-08-25,62,False
2019-09-01,37,False
2019-09-08,49,False
2019-09-15,76,False
2019-09-22,62,False
2019-09-29,43,False
2019-10-06,66,False
2019-10-13,24,False
2019-10-20,47,False
2019-10-27,35,False
2019-11-03,23,False
2019-11-10,53,False
2019-11-17,55,False
2019-11-24,57,False
2019-12-01,35,False
2019-12-08,69,False
2019-12-15,48,False
2019-12-22,84,False
2019-12-29,26,False
2020-01-05,47,False
2020-01-12,33,False
2020-01-19,52,False
2020-01-26,59,False
2020-02-02,37,False
2020-02-09,87,False
2020-02-16,53,False
2020-02-23,89,False
2020-03-01,44,False
2020-03-08,62,False
2020-03-15,27,False
2020-03-22,34,False
2020-03-29,42,False
2020-04-05,45,False
2020-04-12,43,False
2020-04-19,49,False
2020-04-26,35,False
2020-05-03,52,False
2020-05-10,42,False
2020-05-17,100,True
