date,bomboniere nascita,isPartial
2018-01-07,46,False
2018-01-14,0,False
2018-01-21,34,False
2018-01-28,34,False
2018-02-04,0,False
2018-02-11,65,False
2018-02-18,41,False
2018-02-25,40,False
2018-03-04,31,False
2018-03-11,41,False
2018-03-18,0,False
2018-03-25,22,False
2018-04-01,34,False
2018-04-08,31,False
2018-04-15,64,False
2018-04-22,23,False
2018-04-29,43,False
2018-05-06,41,False
2018-05-13,41,False
2018-05-20,21,False
2018-05-27,43,False
2018-06-03,0,False
2018-06-10,21,False
2018-06-17,61,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,22,False
2018-07-15,22,False
2018-07-22,22,False
2018-07-29,46,False
2018-08-05,0,False
2018-08-12,28,False
2018-08-19,29,False
2018-08-26,25,False
2018-09-02,0,False
2018-09-09,21,False
2018-09-16,40,False
2018-09-23,41,False
2018-09-30,62,False
2018-10-07,21,False
2018-10-14,42,False
2018-10-21,61,False
2018-10-28,20,False
2018-11-04,19,False
2018-11-11,20,False
2018-11-18,20,False
2018-11-25,21,False
2018-12-02,0,False
2018-12-09,21,False
2018-12-16,45,False
2018-12-23,0,False
2018-12-30,24,False
2019-01-06,47,False
2019-01-13,0,False
2019-01-20,22,False
2019-01-27,58,False
2019-02-03,67,False
2019-02-10,91,False
2019-02-17,23,False
2019-02-24,61,False
2019-03-03,24,False
2019-03-10,47,False
2019-03-17,24,False
2019-03-24,23,False
2019-03-31,0,False
2019-04-07,22,False
2019-04-14,22,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,41,False
2019-05-12,22,False
2019-05-19,45,False
2019-05-26,21,False
2019-06-02,45,False
2019-06-09,0,False
2019-06-16,47,False
2019-06-23,0,False
2019-06-30,49,False
2019-07-07,22,False
2019-07-14,24,False
2019-07-21,24,False
2019-07-28,39,False
2019-08-04,28,False
2019-08-11,30,False
2019-08-18,28,False
2019-08-25,100,False
2019-09-01,0,False
2019-09-08,23,False
2019-09-15,0,False
2019-09-22,44,False
2019-09-29,33,False
2019-10-06,22,False
2019-10-13,33,False
2019-10-20,22,False
2019-10-27,22,False
2019-11-03,21,False
2019-11-10,21,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,23,False
2019-12-22,0,False
2019-12-29,26,False
2020-01-05,33,False
2020-01-12,0,False
2020-01-19,42,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,21,False
2020-02-16,52,False
2020-02-23,0,False
2020-03-01,20,False
2020-03-08,20,False
2020-03-15,20,False
2020-03-22,0,False
2020-03-29,38,False
2020-04-05,0,False
2020-04-12,20,False
2020-04-19,0,False
2020-04-26,33,True
