date,les mathématiques,isPartial
2018-01-07,30,False
2018-01-14,44,False
2018-01-21,40,False
2018-01-28,30,False
2018-02-04,29,False
2018-02-11,30,False
2018-02-18,30,False
2018-02-25,0,False
2018-03-04,62,False
2018-03-11,31,False
2018-03-18,0,False
2018-03-25,31,False
2018-04-01,78,False
2018-04-08,31,False
2018-04-15,63,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,31,False
2018-05-27,30,False
2018-06-03,0,False
2018-06-10,29,False
2018-06-17,31,False
2018-06-24,31,False
2018-07-01,0,False
2018-07-08,31,False
2018-07-15,100,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,34,False
2018-08-19,32,False
2018-08-26,32,False
2018-09-02,33,False
2018-09-09,32,False
2018-09-16,62,False
2018-09-23,31,False
2018-09-30,42,False
2018-10-07,32,False
2018-10-14,32,False
2018-10-21,33,False
2018-10-28,31,False
2018-11-04,45,False
2018-11-11,58,False
2018-11-18,0,False
2018-11-25,28,False
2018-12-02,29,False
2018-12-09,30,False
2018-12-16,30,False
2018-12-23,33,False
2018-12-30,32,False
2019-01-06,29,False
2019-01-13,29,False
2019-01-20,43,False
2019-01-27,28,False
2019-02-03,58,False
2019-02-10,0,False
2019-02-17,46,False
2019-02-24,30,False
2019-03-03,42,False
2019-03-10,30,False
2019-03-17,31,False
2019-03-24,30,False
2019-03-31,61,False
2019-04-07,33,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,30,False
2019-05-05,0,False
2019-05-12,31,False
2019-05-19,31,False
2019-05-26,94,False
2019-06-02,28,False
2019-06-09,0,False
2019-06-16,60,False
2019-06-23,0,False
2019-06-30,40,False
2019-07-07,0,False
2019-07-14,30,False
2019-07-21,31,False
2019-07-28,0,False
2019-08-04,31,False
2019-08-11,30,False
2019-08-18,0,False
2019-08-25,73,False
2019-09-01,29,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,27,False
2019-09-29,27,False
2019-10-06,28,False
2019-10-13,28,False
2019-10-20,0,False
2019-10-27,53,False
2019-11-03,27,False
2019-11-10,36,False
2019-11-17,27,False
2019-11-24,26,False
2019-12-01,27,False
2019-12-08,26,False
2019-12-15,54,False
2019-12-22,0,False
2019-12-29,29,False
2020-01-05,26,False
2020-01-12,25,False
2020-01-19,27,False
2020-01-26,38,False
2020-02-02,26,False
2020-02-09,64,False
2020-02-16,80,False
2020-02-23,51,False
2020-03-01,74,False
2020-03-08,37,False
2020-03-15,37,False
2020-03-22,64,False
2020-03-29,57,False
2020-04-05,42,False
2020-04-12,22,False
2020-04-19,22,False
2020-04-26,20,False
2020-05-03,20,False
2020-05-10,45,False
2020-05-17,55,True
