date,les mathématiques,isPartial
2018-01-07,31,False
2018-01-14,0,False
2018-01-21,41,False
2018-01-28,62,False
2018-02-04,52,False
2018-02-11,31,False
2018-02-18,32,False
2018-02-25,0,False
2018-03-04,96,False
2018-03-11,32,False
2018-03-18,32,False
2018-03-25,95,False
2018-04-01,96,False
2018-04-08,64,False
2018-04-15,65,False
2018-04-22,31,False
2018-04-29,33,False
2018-05-06,66,False
2018-05-13,33,False
2018-05-20,33,False
2018-05-27,32,False
2018-06-03,32,False
2018-06-10,30,False
2018-06-17,33,False
2018-06-24,33,False
2018-07-01,47,False
2018-07-08,33,False
2018-07-15,33,False
2018-07-22,33,False
2018-07-29,0,False
2018-08-05,32,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,32,False
2018-09-02,32,False
2018-09-09,32,False
2018-09-16,95,False
2018-09-23,32,False
2018-09-30,65,False
2018-10-07,44,False
2018-10-14,34,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,31,False
2018-11-11,32,False
2018-11-18,32,False
2018-11-25,0,False
2018-12-02,32,False
2018-12-09,65,False
2018-12-16,0,False
2018-12-23,35,False
2018-12-30,0,False
2019-01-06,64,False
2019-01-13,31,False
2019-01-20,31,False
2019-01-27,31,False
2019-02-03,31,False
2019-02-10,33,False
2019-02-17,33,False
2019-02-24,32,False
2019-03-03,46,False
2019-03-10,32,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,32,False
2019-04-07,33,False
2019-04-14,33,False
2019-04-21,31,False
2019-04-28,0,False
2019-05-05,30,False
2019-05-12,48,False
2019-05-19,0,False
2019-05-26,47,False
2019-06-02,29,False
2019-06-09,0,False
2019-06-16,31,False
2019-06-23,31,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,30,False
2019-07-21,31,False
2019-07-28,0,False
2019-08-04,29,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,29,False
2019-09-01,29,False
2019-09-08,30,False
2019-09-15,0,False
2019-09-22,28,False
2019-09-29,28,False
2019-10-06,43,False
2019-10-13,29,False
2019-10-20,29,False
2019-10-27,40,False
2019-11-03,28,False
2019-11-10,0,False
2019-11-17,56,False
2019-11-24,27,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,37,False
2019-12-22,30,False
2019-12-29,0,False
2020-01-05,27,False
2020-01-12,26,False
2020-01-19,0,False
2020-01-26,79,False
2020-02-02,0,False
2020-02-09,39,False
2020-02-16,0,False
2020-02-23,52,False
2020-03-01,25,False
2020-03-08,100,False
2020-03-15,45,False
2020-03-22,33,False
2020-03-29,33,False
2020-04-05,22,False
2020-04-12,23,False
2020-04-19,22,False
2020-04-26,21,False
2020-05-03,42,False
2020-05-10,23,False
2020-05-17,0,True
