date,les mathématiques,isPartial
2018-01-07,95,False
2018-01-14,32,False
2018-01-21,0,False
2018-01-28,32,False
2018-02-04,43,False
2018-02-11,63,False
2018-02-18,42,False
2018-02-25,31,False
2018-03-04,0,False
2018-03-11,32,False
2018-03-18,32,False
2018-03-25,33,False
2018-04-01,65,False
2018-04-08,31,False
2018-04-15,51,False
2018-04-22,0,False
2018-04-29,33,False
2018-05-06,32,False
2018-05-13,53,False
2018-05-20,33,False
2018-05-27,0,False
2018-06-03,63,False
2018-06-10,0,False
2018-06-17,98,False
2018-06-24,32,False
2018-07-01,32,False
2018-07-08,32,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,31,False
2018-08-05,46,False
2018-08-12,31,False
2018-08-19,0,False
2018-08-26,32,False
2018-09-02,65,False
2018-09-09,33,False
2018-09-16,65,False
2018-09-23,0,False
2018-09-30,33,False
2018-10-07,66,False
2018-10-14,0,False
2018-10-21,52,False
2018-10-28,33,False
2018-11-04,32,False
2018-11-11,67,False
2018-11-18,49,False
2018-11-25,56,False
2018-12-02,85,False
2018-12-09,34,False
2018-12-16,35,False
2018-12-23,0,False
2018-12-30,37,False
2019-01-06,67,False
2019-01-13,33,False
2019-01-20,0,False
2019-01-27,31,False
2019-02-03,100,False
2019-02-10,69,False
2019-02-17,46,False
2019-02-24,33,False
2019-03-03,33,False
2019-03-10,50,False
2019-03-17,0,False
2019-03-24,34,False
2019-03-31,33,False
2019-04-07,100,False
2019-04-14,33,False
2019-04-21,31,False
2019-04-28,48,False
2019-05-05,0,False
2019-05-12,43,False
2019-05-19,31,False
2019-05-26,31,False
2019-06-02,73,False
2019-06-09,30,False
2019-06-16,91,False
2019-06-23,30,False
2019-06-30,31,False
2019-07-07,30,False
2019-07-14,31,False
2019-07-21,0,False
2019-07-28,32,False
2019-08-04,31,False
2019-08-11,0,False
2019-08-18,26,False
2019-08-25,0,False
2019-09-01,89,False
2019-09-08,30,False
2019-09-15,44,False
2019-09-22,59,False
2019-09-29,45,False
2019-10-06,45,False
2019-10-13,44,False
2019-10-20,44,False
2019-10-27,30,False
2019-11-03,44,False
2019-11-10,29,False
2019-11-17,29,False
2019-11-24,28,False
2019-12-01,57,False
2019-12-08,0,False
2019-12-15,57,False
2019-12-22,32,False
2019-12-29,0,False
2020-01-05,37,False
2020-01-12,27,False
2020-01-19,55,False
2020-01-26,28,False
2020-02-02,28,False
2020-02-09,27,False
2020-02-16,55,False
2020-02-23,0,False
2020-03-01,39,False
2020-03-08,61,False
2020-03-15,36,False
2020-03-22,46,False
2020-03-29,61,False
2020-04-05,23,False
2020-04-12,0,False
2020-04-19,23,False
2020-04-26,22,False
2020-05-03,22,False
2020-05-10,45,False
2020-05-17,55,True
