date,les mathématiques,isPartial
2018-01-07,57,False
2018-01-14,58,False
2018-01-21,44,False
2018-01-28,71,False
2018-02-04,67,False
2018-02-11,64,False
2018-02-18,49,False
2018-02-25,41,False
2018-03-04,77,False
2018-03-11,48,False
2018-03-18,65,False
2018-03-25,80,False
2018-04-01,69,False
2018-04-08,51,False
2018-04-15,41,False
2018-04-22,45,False
2018-04-29,37,False
2018-05-06,44,False
2018-05-13,56,False
2018-05-20,48,False
2018-05-27,55,False
2018-06-03,50,False
2018-06-10,26,False
2018-06-17,51,False
2018-06-24,53,False
2018-07-01,34,False
2018-07-08,30,False
2018-07-15,31,False
2018-07-22,27,False
2018-07-29,20,False
2018-08-05,28,False
2018-08-12,43,False
2018-08-19,32,False
2018-08-26,47,False
2018-09-02,69,False
2018-09-09,75,False
2018-09-16,79,False
2018-09-23,87,False
2018-09-30,64,False
2018-10-07,64,False
2018-10-14,70,False
2018-10-21,35,False
2018-10-28,63,False
2018-11-04,73,False
2018-11-11,67,False
2018-11-18,92,False
2018-11-25,56,False
2018-12-02,38,False
2018-12-09,47,False
2018-12-16,41,False
2018-12-23,36,False
2018-12-30,43,False
2019-01-06,50,False
2019-01-13,68,False
2019-01-20,71,False
2019-01-27,43,False
2019-02-03,57,False
2019-02-10,51,False
2019-02-17,46,False
2019-02-24,53,False
2019-03-03,51,False
2019-03-10,84,False
2019-03-17,48,False
2019-03-24,55,False
2019-03-31,44,False
2019-04-07,55,False
2019-04-14,45,False
2019-04-21,38,False
2019-04-28,55,False
2019-05-05,35,False
2019-05-12,69,False
2019-05-19,44,False
2019-05-26,43,False
2019-06-02,58,False
2019-06-09,55,False
2019-06-16,37,False
2019-06-23,39,False
2019-06-30,37,False
2019-07-07,30,False
2019-07-14,36,False
2019-07-21,22,False
2019-07-28,31,False
2019-08-04,15,False
2019-08-11,30,False
2019-08-18,28,False
2019-08-25,39,False
2019-09-01,79,False
2019-09-08,68,False
2019-09-15,84,False
2019-09-22,66,False
2019-09-29,64,False
2019-10-06,82,False
2019-10-13,60,False
2019-10-20,39,False
2019-10-27,53,False
2019-11-03,43,False
2019-11-10,62,False
2019-11-17,69,False
2019-11-24,56,False
2019-12-01,49,False
2019-12-08,73,False
2019-12-15,44,False
2019-12-22,42,False
2019-12-29,43,False
2020-01-05,59,False
2020-01-12,55,False
2020-01-19,54,False
2020-01-26,56,False
2020-02-02,61,False
2020-02-09,43,False
2020-02-16,44,False
2020-02-23,55,False
2020-03-01,48,False
2020-03-08,57,False
2020-03-15,73,False
2020-03-22,100,False
2020-03-29,89,False
2020-04-05,65,False
2020-04-12,58,False
2020-04-19,57,False
2020-04-26,42,False
2020-05-03,64,False
2020-05-10,66,False
2020-05-17,82,True
