date,festival,isPartial
2018-01-07,15,False
2018-01-14,11,False
2018-01-21,13,False
2018-01-28,17,False
2018-02-04,83,False
2018-02-11,43,False
2018-02-18,14,False
2018-02-25,13,False
2018-03-04,13,False
2018-03-11,16,False
2018-03-18,18,False
2018-03-25,14,False
2018-04-01,21,False
2018-04-08,27,False
2018-04-15,34,False
2018-04-22,39,False
2018-04-29,40,False
2018-05-06,22,False
2018-05-13,30,False
2018-05-20,22,False
2018-05-27,29,False
2018-06-03,29,False
2018-06-10,29,False
2018-06-17,71,False
2018-06-24,58,False
2018-07-01,38,False
2018-07-08,40,False
2018-07-15,36,False
2018-07-22,36,False
2018-07-29,31,False
2018-08-05,23,False
2018-08-12,21,False
2018-08-19,20,False
2018-08-26,28,False
2018-09-02,30,False
2018-09-09,27,False
2018-09-16,32,False
2018-09-23,19,False
2018-09-30,21,False
2018-10-07,25,False
2018-10-14,23,False
2018-10-21,21,False
2018-10-28,12,False
2018-11-04,15,False
2018-11-11,13,False
2018-11-18,12,False
2018-11-25,12,False
2018-12-02,12,False
2018-12-09,10,False
2018-12-16,11,False
2018-12-23,8,False
2018-12-30,10,False
2019-01-06,14,False
2019-01-13,14,False
2019-01-20,11,False
2019-01-27,18,False
2019-02-03,84,False
2019-02-10,63,False
2019-02-17,15,False
2019-02-24,17,False
2019-03-03,13,False
2019-03-10,15,False
2019-03-17,12,False
2019-03-24,20,False
2019-03-31,23,False
2019-04-07,26,False
2019-04-14,21,False
2019-04-21,39,False
2019-04-28,36,False
2019-05-05,23,False
2019-05-12,26,False
2019-05-19,24,False
2019-05-26,22,False
2019-06-02,27,False
2019-06-09,26,False
2019-06-16,31,False
2019-06-23,33,False
2019-06-30,37,False
2019-07-07,32,False
2019-07-14,28,False
2019-07-21,32,False
2019-07-28,31,False
2019-08-04,32,False
2019-08-11,25,False
2019-08-18,23,False
2019-08-25,32,False
2019-09-01,29,False
2019-09-08,29,False
2019-09-15,25,False
2019-09-22,24,False
2019-09-29,24,False
2019-10-06,26,False
2019-10-13,26,False
2019-10-20,25,False
2019-10-27,15,False
2019-11-03,14,False
2019-11-10,13,False
2019-11-17,13,False
2019-11-24,10,False
2019-12-01,11,False
2019-12-08,10,False
2019-12-15,7,False
2019-12-22,10,False
2019-12-29,10,False
2020-01-05,11,False
2020-01-12,22,False
2020-01-19,15,False
2020-01-26,14,False
2020-02-02,100,False
2020-02-09,50,False
2020-02-16,15,False
2020-02-23,12,False
2020-03-01,10,False
2020-03-08,6,False
2020-03-15,5,False
2020-03-22,4,False
2020-03-29,7,False
2020-04-05,5,False
2020-04-12,7,False
2020-04-19,5,False
2020-04-26,5,True
