date,festival,isPartial
2018-01-07,11,False
2018-01-14,17,False
2018-01-21,18,False
2018-01-28,24,False
2018-02-04,85,False
2018-02-11,49,False
2018-02-18,16,False
2018-02-25,19,False
2018-03-04,4,False
2018-03-11,13,False
2018-03-18,16,False
2018-03-25,16,False
2018-04-01,19,False
2018-04-08,21,False
2018-04-15,33,False
2018-04-22,44,False
2018-04-29,30,False
2018-05-06,25,False
2018-05-13,41,False
2018-05-20,19,False
2018-05-27,20,False
2018-06-03,28,False
2018-06-10,22,False
2018-06-17,33,False
2018-06-24,33,False
2018-07-01,47,False
2018-07-08,40,False
2018-07-15,37,False
2018-07-22,55,False
2018-07-29,48,False
2018-08-05,50,False
2018-08-12,41,False
2018-08-19,50,False
2018-08-26,44,False
2018-09-02,25,False
2018-09-09,17,False
2018-09-16,29,False
2018-09-23,8,False
2018-09-30,10,False
2018-10-07,16,False
2018-10-14,13,False
2018-10-21,4,False
2018-10-28,10,False
2018-11-04,10,False
2018-11-11,11,False
2018-11-18,9,False
2018-11-25,9,False
2018-12-02,5,False
2018-12-09,15,False
2018-12-16,10,False
2018-12-23,4,False
2018-12-30,15,False
2019-01-06,12,False
2019-01-13,16,False
2019-01-20,18,False
2019-01-27,13,False
2019-02-03,66,False
2019-02-10,68,False
2019-02-17,14,False
2019-02-24,12,False
2019-03-03,16,False
2019-03-10,18,False
2019-03-17,12,False
2019-03-24,19,False
2019-03-31,16,False
2019-04-07,20,False
2019-04-14,16,False
2019-04-21,33,False
2019-04-28,25,False
2019-05-05,20,False
2019-05-12,32,False
2019-05-19,26,False
2019-05-26,28,False
2019-06-02,29,False
2019-06-09,29,False
2019-06-16,19,False
2019-06-23,32,False
2019-06-30,38,False
2019-07-07,40,False
2019-07-14,44,False
2019-07-21,58,False
2019-07-28,54,False
2019-08-04,46,False
2019-08-11,42,False
2019-08-18,53,False
2019-08-25,37,False
2019-09-01,55,False
2019-09-08,21,False
2019-09-15,12,False
2019-09-22,16,False
2019-09-29,11,False
2019-10-06,19,False
2019-10-13,13,False
2019-10-20,11,False
2019-10-27,9,False
2019-11-03,16,False
2019-11-10,13,False
2019-11-17,7,False
2019-11-24,13,False
2019-12-01,4,False
2019-12-08,8,False
2019-12-15,9,False
2019-12-22,8,False
2019-12-29,13,False
2020-01-05,13,False
2020-01-12,16,False
2020-01-19,20,False
2020-01-26,17,False
2020-02-02,100,False
2020-02-09,48,False
2020-02-16,15,False
2020-02-23,9,False
2020-03-01,8,False
2020-03-08,2,False
2020-03-15,6,False
2020-03-22,8,False
2020-03-29,5,False
2020-04-05,7,False
2020-04-12,7,False
2020-04-19,4,False
2020-04-26,10,True
