date,festival,isPartial
2018-01-07,11,False
2018-01-14,13,False
2018-01-21,16,False
2018-01-28,19,False
2018-02-04,79,False
2018-02-11,45,False
2018-02-18,16,False
2018-02-25,11,False
2018-03-04,13,False
2018-03-11,12,False
2018-03-18,18,False
2018-03-25,13,False
2018-04-01,16,False
2018-04-08,20,False
2018-04-15,25,False
2018-04-22,20,False
2018-04-29,29,False
2018-05-06,30,False
2018-05-13,26,False
2018-05-20,33,False
2018-05-27,41,False
2018-06-03,42,False
2018-06-10,37,False
2018-06-17,41,False
2018-06-24,42,False
2018-07-01,58,False
2018-07-08,67,False
2018-07-15,48,False
2018-07-22,59,False
2018-07-29,39,False
2018-08-05,38,False
2018-08-12,38,False
2018-08-19,57,False
2018-08-26,100,False
2018-09-02,69,False
2018-09-09,37,False
2018-09-16,35,False
2018-09-23,21,False
2018-09-30,16,False
2018-10-07,18,False
2018-10-14,16,False
2018-10-21,13,False
2018-10-28,9,False
2018-11-04,10,False
2018-11-11,14,False
2018-11-18,11,False
2018-11-25,14,False
2018-12-02,18,False
2018-12-09,15,False
2018-12-16,10,False
2018-12-23,8,False
2018-12-30,12,False
2019-01-06,10,False
2019-01-13,13,False
2019-01-20,17,False
2019-01-27,17,False
2019-02-03,72,False
2019-02-10,61,False
2019-02-17,16,False
2019-02-24,18,False
2019-03-03,15,False
2019-03-10,16,False
2019-03-17,18,False
2019-03-24,20,False
2019-03-31,22,False
2019-04-07,25,False
2019-04-14,22,False
2019-04-21,23,False
2019-04-28,26,False
2019-05-05,27,False
2019-05-12,26,False
2019-05-19,31,False
2019-05-26,30,False
2019-06-02,47,False
2019-06-09,53,False
2019-06-16,47,False
2019-06-23,50,False
2019-06-30,60,False
2019-07-07,57,False
2019-07-14,59,False
2019-07-21,52,False
2019-07-28,38,False
2019-08-04,33,False
2019-08-11,44,False
2019-08-18,43,False
2019-08-25,61,False
2019-09-01,61,False
2019-09-08,41,False
2019-09-15,23,False
2019-09-22,21,False
2019-09-29,20,False
2019-10-06,19,False
2019-10-13,16,False
2019-10-20,12,False
2019-10-27,14,False
2019-11-03,12,False
2019-11-10,14,False
2019-11-17,14,False
2019-11-24,12,False
2019-12-01,17,False
2019-12-08,15,False
2019-12-15,8,False
2019-12-22,10,False
2019-12-29,11,False
2020-01-05,12,False
2020-01-12,14,False
2020-01-19,19,False
2020-01-26,15,False
2020-02-02,95,False
2020-02-09,52,False
2020-02-16,15,False
2020-02-23,11,False
2020-03-01,8,False
2020-03-08,4,False
2020-03-15,5,False
2020-03-22,5,False
2020-03-29,8,False
2020-04-05,6,False
2020-04-12,8,False
2020-04-19,8,False
2020-04-26,6,True
