date,festival,isPartial
2018-01-07,11,False
2018-01-14,12,False
2018-01-21,34,False
2018-01-28,11,False
2018-02-04,55,False
2018-02-11,48,False
2018-02-18,10,False
2018-02-25,15,False
2018-03-04,20,False
2018-03-11,21,False
2018-03-18,17,False
2018-03-25,11,False
2018-04-01,22,False
2018-04-08,29,False
2018-04-15,0,False
2018-04-22,14,False
2018-04-29,25,False
2018-05-06,14,False
2018-05-13,13,False
2018-05-20,25,False
2018-05-27,19,False
2018-06-03,13,False
2018-06-10,25,False
2018-06-17,38,False
2018-06-24,18,False
2018-07-01,11,False
2018-07-08,11,False
2018-07-15,11,False
2018-07-22,41,False
2018-07-29,10,False
2018-08-05,17,False
2018-08-12,30,False
2018-08-19,21,False
2018-08-26,21,False
2018-09-02,13,False
2018-09-09,24,False
2018-09-16,12,False
2018-09-23,0,False
2018-09-30,13,False
2018-10-07,28,False
2018-10-14,14,False
2018-10-21,0,False
2018-10-28,12,False
2018-11-04,0,False
2018-11-11,13,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,12,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,8,False
2019-01-06,11,False
2019-01-13,52,False
2019-01-20,10,False
2019-01-27,20,False
2019-02-03,51,False
2019-02-10,59,False
2019-02-17,10,False
2019-02-24,15,False
2019-03-03,39,False
2019-03-10,15,False
2019-03-17,11,False
2019-03-24,23,False
2019-03-31,11,False
2019-04-07,12,False
2019-04-14,23,False
2019-04-21,0,False
2019-04-28,12,False
2019-05-05,12,False
2019-05-12,37,False
2019-05-19,18,False
2019-05-26,12,False
2019-06-02,24,False
2019-06-09,18,False
2019-06-16,24,False
2019-06-23,46,False
2019-06-30,15,False
2019-07-07,15,False
2019-07-14,19,False
2019-07-21,19,False
2019-07-28,18,False
2019-08-04,12,False
2019-08-11,14,False
2019-08-18,18,False
2019-08-25,13,False
2019-09-01,25,False
2019-09-08,11,False
2019-09-15,11,False
2019-09-22,17,False
2019-09-29,17,False
2019-10-06,0,False
2019-10-13,12,False
2019-10-20,17,False
2019-10-27,0,False
2019-11-03,22,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,9,False
2019-12-29,0,False
2020-01-05,9,False
2020-01-12,27,False
2020-01-19,9,False
2020-01-26,8,False
2020-02-02,100,False
2020-02-09,42,False
2020-02-16,8,False
2020-02-23,7,False
2020-03-01,8,False
2020-03-08,9,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,13,False
2020-04-05,9,False
2020-04-12,0,False
2020-04-19,9,False
2020-04-26,0,True
