date,festival,isPartial
2018-01-07,15,False
2018-01-14,0,False
2018-01-21,11,False
2018-01-28,9,False
2018-02-04,93,False
2018-02-11,58,False
2018-02-18,14,False
2018-02-25,7,False
2018-03-04,5,False
2018-03-11,9,False
2018-03-18,11,False
2018-03-25,10,False
2018-04-01,8,False
2018-04-08,19,False
2018-04-15,7,False
2018-04-22,4,False
2018-04-29,6,False
2018-05-06,9,False
2018-05-13,7,False
2018-05-20,9,False
2018-05-27,24,False
2018-06-03,19,False
2018-06-10,22,False
2018-06-17,16,False
2018-06-24,33,False
2018-07-01,54,False
2018-07-08,37,False
2018-07-15,39,False
2018-07-22,37,False
2018-07-29,51,False
2018-08-05,45,False
2018-08-12,31,False
2018-08-19,21,False
2018-08-26,33,False
2018-09-02,40,False
2018-09-09,22,False
2018-09-16,42,False
2018-09-23,15,False
2018-09-30,13,False
2018-10-07,10,False
2018-10-14,8,False
2018-10-21,6,False
2018-10-28,9,False
2018-11-04,4,False
2018-11-11,6,False
2018-11-18,4,False
2018-11-25,4,False
2018-12-02,6,False
2018-12-09,0,False
2018-12-16,12,False
2018-12-23,6,False
2018-12-30,8,False
2019-01-06,8,False
2019-01-13,12,False
2019-01-20,7,False
2019-01-27,7,False
2019-02-03,95,False
2019-02-10,59,False
2019-02-17,9,False
2019-02-24,4,False
2019-03-03,8,False
2019-03-10,8,False
2019-03-17,8,False
2019-03-24,8,False
2019-03-31,11,False
2019-04-07,4,False
2019-04-14,6,False
2019-04-21,20,False
2019-04-28,4,False
2019-05-05,4,False
2019-05-12,11,False
2019-05-19,4,False
2019-05-26,7,False
2019-06-02,21,False
2019-06-09,8,False
2019-06-16,21,False
2019-06-23,30,False
2019-06-30,30,False
2019-07-07,19,False
2019-07-14,18,False
2019-07-21,28,False
2019-07-28,52,False
2019-08-04,30,False
2019-08-11,31,False
2019-08-18,38,False
2019-08-25,23,False
2019-09-01,29,False
2019-09-08,29,False
2019-09-15,23,False
2019-09-22,13,False
2019-09-29,13,False
2019-10-06,14,False
2019-10-13,24,False
2019-10-20,4,False
2019-10-27,14,False
2019-11-03,11,False
2019-11-10,6,False
2019-11-17,4,False
2019-11-24,0,False
2019-12-01,10,False
2019-12-08,8,False
2019-12-15,4,False
2019-12-22,6,False
2019-12-29,6,False
2020-01-05,7,False
2020-01-12,14,False
2020-01-19,11,False
2020-01-26,5,False
2020-02-02,100,False
2020-02-09,67,False
2020-02-16,20,False
2020-02-23,3,False
2020-03-01,7,False
2020-03-08,1,False
2020-03-15,6,False
2020-03-22,5,False
2020-03-29,3,False
2020-04-05,4,False
2020-04-12,6,False
2020-04-19,4,False
2020-04-26,0,True
