date,festival,isPartial
2018-01-07,12,False
2018-01-14,10,False
2018-01-21,13,False
2018-01-28,16,False
2018-02-04,88,False
2018-02-11,44,False
2018-02-18,13,False
2018-02-25,21,False
2018-03-04,21,False
2018-03-11,38,False
2018-03-18,32,False
2018-03-25,15,False
2018-04-01,13,False
2018-04-08,14,False
2018-04-15,15,False
2018-04-22,22,False
2018-04-29,26,False
2018-05-06,23,False
2018-05-13,18,False
2018-05-20,22,False
2018-05-27,16,False
2018-06-03,17,False
2018-06-10,19,False
2018-06-17,27,False
2018-06-24,27,False
2018-07-01,33,False
2018-07-08,37,False
2018-07-15,28,False
2018-07-22,28,False
2018-07-29,22,False
2018-08-05,16,False
2018-08-12,12,False
2018-08-19,18,False
2018-08-26,20,False
2018-09-02,21,False
2018-09-09,16,False
2018-09-16,21,False
2018-09-23,11,False
2018-09-30,13,False
2018-10-07,10,False
2018-10-14,12,False
2018-10-21,11,False
2018-10-28,9,False
2018-11-04,8,False
2018-11-11,8,False
2018-11-18,12,False
2018-11-25,16,False
2018-12-02,7,False
2018-12-09,6,False
2018-12-16,6,False
2018-12-23,7,False
2018-12-30,11,False
2019-01-06,14,False
2019-01-13,11,False
2019-01-20,14,False
2019-01-27,16,False
2019-02-03,79,False
2019-02-10,58,False
2019-02-17,16,False
2019-02-24,15,False
2019-03-03,19,False
2019-03-10,30,False
2019-03-17,29,False
2019-03-24,17,False
2019-03-31,14,False
2019-04-07,12,False
2019-04-14,15,False
2019-04-21,20,False
2019-04-28,26,False
2019-05-05,18,False
2019-05-12,20,False
2019-05-19,19,False
2019-05-26,19,False
2019-06-02,22,False
2019-06-09,22,False
2019-06-16,27,False
2019-06-23,30,False
2019-06-30,40,False
2019-07-07,39,False
2019-07-14,27,False
2019-07-21,29,False
2019-07-28,19,False
2019-08-04,18,False
2019-08-11,17,False
2019-08-18,17,False
2019-08-25,22,False
2019-09-01,24,False
2019-09-08,21,False
2019-09-15,16,False
2019-09-22,13,False
2019-09-29,12,False
2019-10-06,12,False
2019-10-13,11,False
2019-10-20,13,False
2019-10-27,13,False
2019-11-03,19,False
2019-11-10,10,False
2019-11-17,14,False
2019-11-24,10,False
2019-12-01,8,False
2019-12-08,6,False
2019-12-15,6,False
2019-12-22,8,False
2019-12-29,7,False
2020-01-05,13,False
2020-01-12,15,False
2020-01-19,14,False
2020-01-26,16,False
2020-02-02,100,False
2020-02-09,50,False
2020-02-16,14,False
2020-02-23,8,False
2020-03-01,8,False
2020-03-08,4,False
2020-03-15,5,False
2020-03-22,5,False
2020-03-29,5,False
2020-04-05,4,False
2020-04-12,5,False
2020-04-19,5,False
2020-04-26,5,True
