date,festival,isPartial
2018-01-07,8,False
2018-01-14,10,False
2018-01-21,8,False
2018-01-28,11,False
2018-02-04,70,False
2018-02-11,41,False
2018-02-18,10,False
2018-02-25,6,False
2018-03-04,7,False
2018-03-11,12,False
2018-03-18,9,False
2018-03-25,9,False
2018-04-01,9,False
2018-04-08,10,False
2018-04-15,10,False
2018-04-22,11,False
2018-04-29,15,False
2018-05-06,14,False
2018-05-13,18,False
2018-05-20,12,False
2018-05-27,17,False
2018-06-03,25,False
2018-06-10,21,False
2018-06-17,28,False
2018-06-24,28,False
2018-07-01,41,False
2018-07-08,39,False
2018-07-15,42,False
2018-07-22,44,False
2018-07-29,25,False
2018-08-05,21,False
2018-08-12,19,False
2018-08-19,16,False
2018-08-26,19,False
2018-09-02,26,False
2018-09-09,35,False
2018-09-16,30,False
2018-09-23,14,False
2018-09-30,11,False
2018-10-07,9,False
2018-10-14,9,False
2018-10-21,7,False
2018-10-28,7,False
2018-11-04,9,False
2018-11-11,5,False
2018-11-18,8,False
2018-11-25,8,False
2018-12-02,5,False
2018-12-09,7,False
2018-12-16,6,False
2018-12-23,7,False
2018-12-30,7,False
2019-01-06,11,False
2019-01-13,7,False
2019-01-20,10,False
2019-01-27,12,False
2019-02-03,83,False
2019-02-10,58,False
2019-02-17,10,False
2019-02-24,12,False
2019-03-03,7,False
2019-03-10,10,False
2019-03-17,9,False
2019-03-24,10,False
2019-03-31,10,False
2019-04-07,10,False
2019-04-14,11,False
2019-04-21,13,False
2019-04-28,15,False
2019-05-05,13,False
2019-05-12,13,False
2019-05-19,18,False
2019-05-26,15,False
2019-06-02,14,False
2019-06-09,20,False
2019-06-16,23,False
2019-06-23,23,False
2019-06-30,26,False
2019-07-07,31,False
2019-07-14,34,False
2019-07-21,34,False
2019-07-28,27,False
2019-08-04,25,False
2019-08-11,26,False
2019-08-18,22,False
2019-08-25,19,False
2019-09-01,32,False
2019-09-08,29,False
2019-09-15,22,False
2019-09-22,18,False
2019-09-29,15,False
2019-10-06,15,False
2019-10-13,8,False
2019-10-20,9,False
2019-10-27,8,False
2019-11-03,7,False
2019-11-10,9,False
2019-11-17,8,False
2019-11-24,6,False
2019-12-01,6,False
2019-12-08,7,False
2019-12-15,7,False
2019-12-22,7,False
2019-12-29,10,False
2020-01-05,11,False
2020-01-12,12,False
2020-01-19,10,False
2020-01-26,10,False
2020-02-02,100,False
2020-02-09,49,False
2020-02-16,11,False
2020-02-23,7,False
2020-03-01,7,False
2020-03-08,4,False
2020-03-15,5,False
2020-03-22,4,False
2020-03-29,5,False
2020-04-05,6,False
2020-04-12,4,False
2020-04-19,4,False
2020-04-26,4,True
