date,festival,isPartial
2018-01-07,16,False
2018-01-14,13,False
2018-01-21,12,False
2018-01-28,25,False
2018-02-04,65,False
2018-02-11,42,False
2018-02-18,19,False
2018-02-25,16,False
2018-03-04,12,False
2018-03-11,28,False
2018-03-18,21,False
2018-03-25,28,False
2018-04-01,21,False
2018-04-08,19,False
2018-04-15,42,False
2018-04-22,91,False
2018-04-29,94,False
2018-05-06,48,False
2018-05-13,46,False
2018-05-20,42,False
2018-05-27,58,False
2018-06-03,48,False
2018-06-10,38,False
2018-06-17,44,False
2018-06-24,44,False
2018-07-01,45,False
2018-07-08,39,False
2018-07-15,43,False
2018-07-22,40,False
2018-07-29,30,False
2018-08-05,36,False
2018-08-12,32,False
2018-08-19,39,False
2018-08-26,49,False
2018-09-02,31,False
2018-09-09,42,False
2018-09-16,35,False
2018-09-23,35,False
2018-09-30,36,False
2018-10-07,88,False
2018-10-14,40,False
2018-10-21,11,False
2018-10-28,10,False
2018-11-04,26,False
2018-11-11,17,False
2018-11-18,11,False
2018-11-25,16,False
2018-12-02,18,False
2018-12-09,6,False
2018-12-16,14,False
2018-12-23,7,False
2018-12-30,17,False
2019-01-06,17,False
2019-01-13,12,False
2019-01-20,18,False
2019-01-27,20,False
2019-02-03,55,False
2019-02-10,61,False
2019-02-17,23,False
2019-02-24,21,False
2019-03-03,14,False
2019-03-10,17,False
2019-03-17,31,False
2019-03-24,29,False
2019-03-31,32,False
2019-04-07,46,False
2019-04-14,43,False
2019-04-21,44,False
2019-04-28,78,False
2019-05-05,56,False
2019-05-12,43,False
2019-05-19,44,False
2019-05-26,68,False
2019-06-02,44,False
2019-06-09,37,False
2019-06-16,37,False
2019-06-23,28,False
2019-06-30,47,False
2019-07-07,36,False
2019-07-14,32,False
2019-07-21,24,False
2019-07-28,26,False
2019-08-04,28,False
2019-08-11,27,False
2019-08-18,28,False
2019-08-25,41,False
2019-09-01,40,False
2019-09-08,49,False
2019-09-15,53,False
2019-09-22,37,False
2019-09-29,33,False
2019-10-06,100,False
2019-10-13,32,False
2019-10-20,21,False
2019-10-27,14,False
2019-11-03,26,False
2019-11-10,19,False
2019-11-17,11,False
2019-11-24,4,False
2019-12-01,15,False
2019-12-08,8,False
2019-12-15,13,False
2019-12-22,10,False
2019-12-29,8,False
2020-01-05,18,False
2020-01-12,20,False
2020-01-19,17,False
2020-01-26,24,False
2020-02-02,90,False
2020-02-09,71,False
2020-02-16,22,False
2020-02-23,18,False
2020-03-01,24,False
2020-03-08,10,False
2020-03-15,9,False
2020-03-22,9,False
2020-03-29,12,False
2020-04-05,10,False
2020-04-12,8,False
2020-04-19,8,False
2020-04-26,3,True
