date,festival,isPartial
2018-01-07,8,False
2018-01-14,9,False
2018-01-21,7,False
2018-01-28,12,False
2018-02-04,75,False
2018-02-11,44,False
2018-02-18,8,False
2018-02-25,4,False
2018-03-04,4,False
2018-03-11,7,False
2018-03-18,13,False
2018-03-25,14,False
2018-04-01,35,False
2018-04-08,18,False
2018-04-15,17,False
2018-04-22,16,False
2018-04-29,15,False
2018-05-06,12,False
2018-05-13,13,False
2018-05-20,15,False
2018-05-27,14,False
2018-06-03,12,False
2018-06-10,15,False
2018-06-17,26,False
2018-06-24,35,False
2018-07-01,29,False
2018-07-08,25,False
2018-07-15,32,False
2018-07-22,38,False
2018-07-29,41,False
2018-08-05,25,False
2018-08-12,22,False
2018-08-19,25,False
2018-08-26,16,False
2018-09-02,17,False
2018-09-09,11,False
2018-09-16,27,False
2018-09-23,8,False
2018-09-30,10,False
2018-10-07,16,False
2018-10-14,3,False
2018-10-21,8,False
2018-10-28,7,False
2018-11-04,12,False
2018-11-11,3,False
2018-11-18,2,False
2018-11-25,8,False
2018-12-02,4,False
2018-12-09,8,False
2018-12-16,9,False
2018-12-23,4,False
2018-12-30,8,False
2019-01-06,4,False
2019-01-13,8,False
2019-01-20,12,False
2019-01-27,11,False
2019-02-03,65,False
2019-02-10,49,False
2019-02-17,10,False
2019-02-24,7,False
2019-03-03,7,False
2019-03-10,18,False
2019-03-17,9,False
2019-03-24,9,False
2019-03-31,15,False
2019-04-07,3,False
2019-04-14,6,False
2019-04-21,10,False
2019-04-28,12,False
2019-05-05,13,False
2019-05-12,10,False
2019-05-19,22,False
2019-05-26,12,False
2019-06-02,12,False
2019-06-09,19,False
2019-06-16,21,False
2019-06-23,29,False
2019-06-30,26,False
2019-07-07,9,False
2019-07-14,23,False
2019-07-21,22,False
2019-07-28,31,False
2019-08-04,37,False
2019-08-11,26,False
2019-08-18,22,False
2019-08-25,23,False
2019-09-01,20,False
2019-09-08,20,False
2019-09-15,18,False
2019-09-22,10,False
2019-09-29,11,False
2019-10-06,16,False
2019-10-13,5,False
2019-10-20,12,False
2019-10-27,11,False
2019-11-03,11,False
2019-11-10,10,False
2019-11-17,9,False
2019-11-24,5,False
2019-12-01,4,False
2019-12-08,4,False
2019-12-15,4,False
2019-12-22,7,False
2019-12-29,7,False
2020-01-05,14,False
2020-01-12,13,False
2020-01-19,6,False
2020-01-26,14,False
2020-02-02,100,False
2020-02-09,44,False
2020-02-16,9,False
2020-02-23,7,False
2020-03-01,6,False
2020-03-08,2,False
2020-03-15,4,False
2020-03-22,2,False
2020-03-29,4,False
2020-04-05,5,False
2020-04-12,6,False
2020-04-19,5,False
2020-04-26,4,True
