date,festival,isPartial
2018-01-07,6,False
2018-01-14,6,False
2018-01-21,3,False
2018-01-28,7,False
2018-02-04,65,False
2018-02-11,27,False
2018-02-18,3,False
2018-02-25,7,False
2018-03-04,7,False
2018-03-11,5,False
2018-03-18,8,False
2018-03-25,9,False
2018-04-01,4,False
2018-04-08,7,False
2018-04-15,12,False
2018-04-22,7,False
2018-04-29,17,False
2018-05-06,16,False
2018-05-13,23,False
2018-05-20,16,False
2018-05-27,11,False
2018-06-03,14,False
2018-06-10,16,False
2018-06-17,10,False
2018-06-24,18,False
2018-07-01,23,False
2018-07-08,21,False
2018-07-15,32,False
2018-07-22,33,False
2018-07-29,20,False
2018-08-05,23,False
2018-08-12,20,False
2018-08-19,17,False
2018-08-26,17,False
2018-09-02,11,False
2018-09-09,14,False
2018-09-16,24,False
2018-09-23,8,False
2018-09-30,9,False
2018-10-07,5,False
2018-10-14,7,False
2018-10-21,9,False
2018-10-28,7,False
2018-11-04,10,False
2018-11-11,7,False
2018-11-18,11,False
2018-11-25,7,False
2018-12-02,1,False
2018-12-09,7,False
2018-12-16,6,False
2018-12-23,7,False
2018-12-30,3,False
2019-01-06,1,False
2019-01-13,4,False
2019-01-20,4,False
2019-01-27,14,False
2019-02-03,57,False
2019-02-10,48,False
2019-02-17,6,False
2019-02-24,7,False
2019-03-03,6,False
2019-03-10,6,False
2019-03-17,6,False
2019-03-24,3,False
2019-03-31,14,False
2019-04-07,4,False
2019-04-14,10,False
2019-04-21,12,False
2019-04-28,11,False
2019-05-05,12,False
2019-05-12,13,False
2019-05-19,15,False
2019-05-26,15,False
2019-06-02,25,False
2019-06-09,22,False
2019-06-16,19,False
2019-06-23,22,False
2019-06-30,19,False
2019-07-07,13,False
2019-07-14,13,False
2019-07-21,18,False
2019-07-28,14,False
2019-08-04,19,False
2019-08-11,34,False
2019-08-18,18,False
2019-08-25,13,False
2019-09-01,22,False
2019-09-08,31,False
2019-09-15,30,False
2019-09-22,18,False
2019-09-29,15,False
2019-10-06,14,False
2019-10-13,17,False
2019-10-20,6,False
2019-10-27,9,False
2019-11-03,8,False
2019-11-10,6,False
2019-11-17,15,False
2019-11-24,10,False
2019-12-01,11,False
2019-12-08,4,False
2019-12-15,11,False
2019-12-22,6,False
2019-12-29,9,False
2020-01-05,6,False
2020-01-12,9,False
2020-01-19,6,False
2020-01-26,7,False
2020-02-02,100,False
2020-02-09,46,False
2020-02-16,11,False
2020-02-23,6,False
2020-03-01,5,False
2020-03-08,6,False
2020-03-15,3,False
2020-03-22,3,False
2020-03-29,3,False
2020-04-05,7,False
2020-04-12,1,False
2020-04-19,5,False
2020-04-26,5,True
