date,festival,isPartial
2018-01-07,8,False
2018-01-14,9,False
2018-01-21,8,False
2018-01-28,11,False
2018-02-04,87,False
2018-02-11,38,False
2018-02-18,7,False
2018-02-25,13,False
2018-03-04,6,False
2018-03-11,9,False
2018-03-18,12,False
2018-03-25,10,False
2018-04-01,11,False
2018-04-08,10,False
2018-04-15,11,False
2018-04-22,13,False
2018-04-29,15,False
2018-05-06,12,False
2018-05-13,18,False
2018-05-20,19,False
2018-05-27,13,False
2018-06-03,18,False
2018-06-10,14,False
2018-06-17,24,False
2018-06-24,22,False
2018-07-01,38,False
2018-07-08,30,False
2018-07-15,30,False
2018-07-22,41,False
2018-07-29,21,False
2018-08-05,21,False
2018-08-12,25,False
2018-08-19,16,False
2018-08-26,19,False
2018-09-02,22,False
2018-09-09,23,False
2018-09-16,27,False
2018-09-23,20,False
2018-09-30,15,False
2018-10-07,12,False
2018-10-14,9,False
2018-10-21,7,False
2018-10-28,6,False
2018-11-04,8,False
2018-11-11,6,False
2018-11-18,6,False
2018-11-25,7,False
2018-12-02,7,False
2018-12-09,5,False
2018-12-16,8,False
2018-12-23,6,False
2018-12-30,9,False
2019-01-06,10,False
2019-01-13,9,False
2019-01-20,10,False
2019-01-27,10,False
2019-02-03,77,False
2019-02-10,64,False
2019-02-17,13,False
2019-02-24,10,False
2019-03-03,8,False
2019-03-10,9,False
2019-03-17,11,False
2019-03-24,13,False
2019-03-31,12,False
2019-04-07,12,False
2019-04-14,13,False
2019-04-21,15,False
2019-04-28,15,False
2019-05-05,15,False
2019-05-12,18,False
2019-05-19,20,False
2019-05-26,17,False
2019-06-02,19,False
2019-06-09,17,False
2019-06-16,16,False
2019-06-23,21,False
2019-06-30,31,False
2019-07-07,20,False
2019-07-14,26,False
2019-07-21,20,False
2019-07-28,25,False
2019-08-04,32,False
2019-08-11,21,False
2019-08-18,21,False
2019-08-25,24,False
2019-09-01,31,False
2019-09-08,22,False
2019-09-15,16,False
2019-09-22,18,False
2019-09-29,14,False
2019-10-06,9,False
2019-10-13,10,False
2019-10-20,9,False
2019-10-27,10,False
2019-11-03,7,False
2019-11-10,5,False
2019-11-17,6,False
2019-11-24,7,False
2019-12-01,5,False
2019-12-08,7,False
2019-12-15,6,False
2019-12-22,8,False
2019-12-29,7,False
2020-01-05,11,False
2020-01-12,11,False
2020-01-19,11,False
2020-01-26,11,False
2020-02-02,100,False
2020-02-09,62,False
2020-02-16,15,False
2020-02-23,9,False
2020-03-01,6,False
2020-03-08,3,False
2020-03-15,2,False
2020-03-22,2,False
2020-03-29,4,False
2020-04-05,7,False
2020-04-12,5,False
2020-04-19,3,False
2020-04-26,4,True
