date,festival,isPartial
2018-01-07,19,False
2018-01-14,15,False
2018-01-21,13,False
2018-01-28,22,False
2018-02-04,84,False
2018-02-11,51,False
2018-02-18,20,False
2018-02-25,14,False
2018-03-04,12,False
2018-03-11,17,False
2018-03-18,18,False
2018-03-25,23,False
2018-04-01,21,False
2018-04-08,19,False
2018-04-15,36,False
2018-04-22,27,False
2018-04-29,33,False
2018-05-06,32,False
2018-05-13,32,False
2018-05-20,36,False
2018-05-27,38,False
2018-06-03,43,False
2018-06-10,35,False
2018-06-17,41,False
2018-06-24,39,False
2018-07-01,44,False
2018-07-08,42,False
2018-07-15,34,False
2018-07-22,43,False
2018-07-29,27,False
2018-08-05,30,False
2018-08-12,24,False
2018-08-19,35,False
2018-08-26,41,False
2018-09-02,54,False
2018-09-09,56,False
2018-09-16,39,False
2018-09-23,24,False
2018-09-30,19,False
2018-10-07,26,False
2018-10-14,22,False
2018-10-21,14,False
2018-10-28,13,False
2018-11-04,10,False
2018-11-11,14,False
2018-11-18,8,False
2018-11-25,10,False
2018-12-02,13,False
2018-12-09,15,False
2018-12-16,8,False
2018-12-23,11,False
2018-12-30,10,False
2019-01-06,14,False
2019-01-13,14,False
2019-01-20,18,False
2019-01-27,17,False
2019-02-03,78,False
2019-02-10,62,False
2019-02-17,32,False
2019-02-24,23,False
2019-03-03,16,False
2019-03-10,12,False
2019-03-17,18,False
2019-03-24,18,False
2019-03-31,20,False
2019-04-07,20,False
2019-04-14,19,False
2019-04-21,37,False
2019-04-28,23,False
2019-05-05,21,False
2019-05-12,24,False
2019-05-19,34,False
2019-05-26,32,False
2019-06-02,46,False
2019-06-09,39,False
2019-06-16,46,False
2019-06-23,38,False
2019-06-30,39,False
2019-07-07,40,False
2019-07-14,34,False
2019-07-21,30,False
2019-07-28,38,False
2019-08-04,38,False
2019-08-11,29,False
2019-08-18,32,False
2019-08-25,37,False
2019-09-01,59,False
2019-09-08,59,False
2019-09-15,36,False
2019-09-22,22,False
2019-09-29,32,False
2019-10-06,19,False
2019-10-13,21,False
2019-10-20,18,False
2019-10-27,15,False
2019-11-03,17,False
2019-11-10,15,False
2019-11-17,15,False
2019-11-24,7,False
2019-12-01,11,False
2019-12-08,8,False
2019-12-15,11,False
2019-12-22,14,False
2019-12-29,15,False
2020-01-05,11,False
2020-01-12,14,False
2020-01-19,16,False
2020-01-26,15,False
2020-02-02,100,False
2020-02-09,55,False
2020-02-16,19,False
2020-02-23,11,False
2020-03-01,5,False
2020-03-08,9,False
2020-03-15,6,False
2020-03-22,5,False
2020-03-29,7,False
2020-04-05,7,False
2020-04-12,5,False
2020-04-19,6,False
2020-04-26,7,True
