date,Heizung Und Sanitär,isPartial
2018-01-07,25,False
2018-01-14,25,False
2018-01-21,37,False
2018-01-28,25,False
2018-02-04,25,False
2018-02-11,0,False
2018-02-18,26,False
2018-02-25,0,False
2018-03-04,25,False
2018-03-11,25,False
2018-03-18,52,False
2018-03-25,0,False
2018-04-01,83,False
2018-04-08,40,False
2018-04-15,28,False
2018-04-22,0,False
2018-04-29,28,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,27,False
2018-05-27,27,False
2018-06-03,27,False
2018-06-10,0,False
2018-06-17,54,False
2018-06-24,56,False
2018-07-01,28,False
2018-07-08,0,False
2018-07-15,28,False
2018-07-22,0,False
2018-07-29,41,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,26,False
2018-09-02,26,False
2018-09-09,26,False
2018-09-16,53,False
2018-09-23,40,False
2018-09-30,42,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,25,False
2018-11-04,0,False
2018-11-11,26,False
2018-11-18,25,False
2018-11-25,27,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,28,False
2018-12-23,32,False
2018-12-30,28,False
2019-01-06,93,False
2019-01-13,77,False
2019-01-20,25,False
2019-01-27,25,False
2019-02-03,0,False
2019-02-10,50,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,25,False
2019-03-10,62,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,25,False
2019-04-07,25,False
2019-04-14,28,False
2019-04-21,41,False
2019-04-28,26,False
2019-05-05,37,False
2019-05-12,0,False
2019-05-19,100,False
2019-05-26,0,False
2019-06-02,50,False
2019-06-09,26,False
2019-06-16,27,False
2019-06-23,53,False
2019-06-30,27,False
2019-07-07,26,False
2019-07-14,0,False
2019-07-21,28,False
2019-07-28,0,False
2019-08-04,27,False
2019-08-11,0,False
2019-08-18,26,False
2019-08-25,0,False
2019-09-01,25,False
2019-09-08,25,False
2019-09-15,26,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,50,False
2019-10-13,24,False
2019-10-20,24,False
2019-10-27,24,False
2019-11-03,24,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,48,False
2019-12-08,24,False
2019-12-15,24,False
2019-12-22,29,False
2019-12-29,0,False
2020-01-05,36,False
2020-01-12,23,False
2020-01-19,46,False
2020-01-26,22,False
2020-02-02,23,False
2020-02-09,44,False
2020-02-16,46,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,21,False
2020-03-22,21,False
2020-03-29,42,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,32,False
2020-04-26,21,False
2020-05-03,63,False
2020-05-10,21,False
