date,Heizung Und Sanitär,isPartial
2018-01-07,0,False
2018-01-14,48,False
2018-01-21,47,False
2018-01-28,91,False
2018-02-04,0,False
2018-02-11,47,False
2018-02-18,70,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,46,False
2018-03-18,69,False
2018-03-25,49,False
2018-04-01,53,False
2018-04-08,0,False
2018-04-15,48,False
2018-04-22,72,False
2018-04-29,49,False
2018-05-06,51,False
2018-05-13,49,False
2018-05-20,0,False
2018-05-27,48,False
2018-06-03,48,False
2018-06-10,0,False
2018-06-17,47,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,50,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,54,False
2018-08-12,0,False
2018-08-19,51,False
2018-08-26,49,False
2018-09-02,0,False
2018-09-09,48,False
2018-09-16,48,False
2018-09-23,98,False
2018-09-30,56,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,51,False
2018-10-28,48,False
2018-11-04,45,False
2018-11-11,72,False
2018-11-18,47,False
2018-11-25,47,False
2018-12-02,95,False
2018-12-09,49,False
2018-12-16,51,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,45,False
2019-01-13,0,False
2019-01-20,42,False
2019-01-27,37,False
2019-02-03,48,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,45,False
2019-03-03,38,False
2019-03-10,91,False
2019-03-17,93,False
2019-03-24,0,False
2019-03-31,70,False
2019-04-07,37,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,39,False
2019-05-05,0,False
2019-05-12,47,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,40,False
2019-06-09,48,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,47,False
2019-07-14,49,False
2019-07-21,51,False
2019-07-28,72,False
2019-08-04,48,False
2019-08-11,47,False
2019-08-18,0,False
2019-08-25,44,False
2019-09-01,44,False
2019-09-08,93,False
2019-09-15,46,False
2019-09-22,91,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,45,False
2019-10-20,90,False
2019-10-27,44,False
2019-11-03,38,False
2019-11-10,0,False
2019-11-17,44,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,65,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,47,False
2020-01-05,61,False
2020-01-12,0,False
2020-01-19,43,False
2020-01-26,100,False
2020-02-02,44,False
2020-02-09,57,False
2020-02-16,42,False
2020-02-23,81,False
2020-03-01,40,False
2020-03-08,37,False
2020-03-15,40,False
2020-03-22,41,False
2020-03-29,41,False
2020-04-05,41,False
2020-04-12,89,False
2020-04-19,42,False
2020-04-26,40,False
2020-05-03,0,False
2020-05-10,41,False
