date,Heizung Und Sanitär,isPartial
2018-01-07,0,False
2018-01-14,72,False
2018-01-21,31,False
2018-01-28,31,False
2018-02-04,47,False
2018-02-11,93,False
2018-02-18,31,False
2018-02-25,63,False
2018-03-04,78,False
2018-03-11,93,False
2018-03-18,64,False
2018-03-25,96,False
2018-04-01,32,False
2018-04-08,95,False
2018-04-15,33,False
2018-04-22,51,False
2018-04-29,64,False
2018-05-06,65,False
2018-05-13,62,False
2018-05-20,33,False
2018-05-27,30,False
2018-06-03,31,False
2018-06-10,30,False
2018-06-17,46,False
2018-06-24,0,False
2018-07-01,43,False
2018-07-08,32,False
2018-07-15,35,False
2018-07-22,33,False
2018-07-29,94,False
2018-08-05,44,False
2018-08-12,44,False
2018-08-19,39,False
2018-08-26,0,False
2018-09-02,46,False
2018-09-09,31,False
2018-09-16,61,False
2018-09-23,31,False
2018-09-30,64,False
2018-10-07,32,False
2018-10-14,31,False
2018-10-21,75,False
2018-10-28,89,False
2018-11-04,49,False
2018-11-11,51,False
2018-11-18,45,False
2018-11-25,61,False
2018-12-02,45,False
2018-12-09,31,False
2018-12-16,32,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,43,False
2019-01-13,28,False
2019-01-20,29,False
2019-01-27,39,False
2019-02-03,57,False
2019-02-10,39,False
2019-02-17,59,False
2019-02-24,61,False
2019-03-03,43,False
2019-03-10,28,False
2019-03-17,49,False
2019-03-24,30,False
2019-03-31,30,False
2019-04-07,42,False
2019-04-14,0,False
2019-04-21,51,False
2019-04-28,30,False
2019-05-05,29,False
2019-05-12,30,False
2019-05-19,58,False
2019-05-26,30,False
2019-06-02,29,False
2019-06-09,58,False
2019-06-16,48,False
2019-06-23,30,False
2019-06-30,44,False
2019-07-07,30,False
2019-07-14,0,False
2019-07-21,44,False
2019-07-28,31,False
2019-08-04,30,False
2019-08-11,55,False
2019-08-18,48,False
2019-08-25,85,False
2019-09-01,56,False
2019-09-08,42,False
2019-09-15,43,False
2019-09-22,38,False
2019-09-29,57,False
2019-10-06,100,False
2019-10-13,84,False
2019-10-20,56,False
2019-10-27,27,False
2019-11-03,67,False
2019-11-10,27,False
2019-11-17,64,False
2019-11-24,40,False
2019-12-01,67,False
2019-12-08,27,False
2019-12-15,41,False
2019-12-22,30,False
2019-12-29,37,False
2020-01-05,43,False
2020-01-12,75,False
2020-01-19,65,False
2020-01-26,26,False
2020-02-02,0,False
2020-02-09,33,False
2020-02-16,26,False
2020-02-23,26,False
2020-03-01,0,False
2020-03-08,36,False
2020-03-15,39,False
2020-03-22,24,False
2020-03-29,24,False
2020-04-05,26,False
2020-04-12,50,False
2020-04-19,24,False
2020-04-26,23,False
2020-05-03,24,False
2020-05-10,23,False
