date,Fassadenverkleidung,isPartial
2018-01-07,54,False
2018-01-14,44,False
2018-01-21,0,False
2018-01-28,27,False
2018-02-04,27,False
2018-02-11,68,False
2018-02-18,45,False
2018-02-25,41,False
2018-03-04,68,False
2018-03-11,67,False
2018-03-18,37,False
2018-03-25,44,False
2018-04-01,69,False
2018-04-08,56,False
2018-04-15,29,False
2018-04-22,42,False
2018-04-29,49,False
2018-05-06,58,False
2018-05-13,28,False
2018-05-20,61,False
2018-05-27,45,False
2018-06-03,38,False
2018-06-10,54,False
2018-06-17,0,False
2018-06-24,55,False
2018-07-01,36,False
2018-07-08,55,False
2018-07-15,46,False
2018-07-22,56,False
2018-07-29,29,False
2018-08-05,30,False
2018-08-12,51,False
2018-08-19,62,False
2018-08-26,30,False
2018-09-02,57,False
2018-09-09,57,False
2018-09-16,41,False
2018-09-23,85,False
2018-09-30,28,False
2018-10-07,46,False
2018-10-14,27,False
2018-10-21,27,False
2018-10-28,83,False
2018-11-04,26,False
2018-11-11,53,False
2018-11-18,26,False
2018-11-25,26,False
2018-12-02,26,False
2018-12-09,26,False
2018-12-16,27,False
2018-12-23,63,False
2018-12-30,28,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,25,False
2019-01-27,37,False
2019-02-03,25,False
2019-02-10,63,False
2019-02-17,51,False
2019-02-24,26,False
2019-03-03,39,False
2019-03-10,100,False
2019-03-17,39,False
2019-03-24,26,False
2019-03-31,77,False
2019-04-07,43,False
2019-04-14,28,False
2019-04-21,72,False
2019-04-28,52,False
2019-05-05,37,False
2019-05-12,43,False
2019-05-19,37,False
2019-05-26,26,False
2019-06-02,52,False
2019-06-09,27,False
2019-06-16,54,False
2019-06-23,26,False
2019-06-30,25,False
2019-07-07,25,False
2019-07-14,26,False
2019-07-21,68,False
2019-07-28,55,False
2019-08-04,0,False
2019-08-11,28,False
2019-08-18,28,False
2019-08-25,48,False
2019-09-01,0,False
2019-09-08,52,False
2019-09-15,79,False
2019-09-22,25,False
2019-09-29,43,False
2019-10-06,25,False
2019-10-13,61,False
2019-10-20,33,False
2019-10-27,25,False
2019-11-03,24,False
2019-11-10,48,False
2019-11-17,24,False
2019-11-24,24,False
2019-12-01,24,False
2019-12-08,24,False
2019-12-15,49,False
2019-12-22,0,False
2019-12-29,27,False
2020-01-05,48,False
2020-01-12,34,False
2020-01-19,46,False
2020-01-26,34,False
2020-02-02,46,False
2020-02-09,30,False
2020-02-16,59,False
2020-02-23,23,False
2020-03-01,33,False
2020-03-08,21,False
2020-03-15,41,False
2020-03-22,20,False
2020-03-29,41,False
2020-04-05,67,False
2020-04-12,29,False
2020-04-19,34,False
2020-04-26,53,False
2020-05-03,41,False
2020-05-10,34,False
