date,Photovoltaik,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,29,False
2018-01-28,28,False
2018-02-04,86,False
2018-02-11,86,False
2018-02-18,26,False
2018-02-25,41,False
2018-03-04,43,False
2018-03-11,28,False
2018-03-18,30,False
2018-03-25,31,False
2018-04-01,79,False
2018-04-08,32,False
2018-04-15,32,False
2018-04-22,79,False
2018-04-29,62,False
2018-05-06,0,False
2018-05-13,30,False
2018-05-20,31,False
2018-05-27,0,False
2018-06-03,30,False
2018-06-10,57,False
2018-06-17,44,False
2018-06-24,28,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,78,False
2018-07-22,79,False
2018-07-29,26,False
2018-08-05,38,False
2018-08-12,26,False
2018-08-19,51,False
2018-08-26,53,False
2018-09-02,55,False
2018-09-09,58,False
2018-09-16,29,False
2018-09-23,31,False
2018-09-30,62,False
2018-10-07,0,False
2018-10-14,31,False
2018-10-21,63,False
2018-10-28,29,False
2018-11-04,44,False
2018-11-11,93,False
2018-11-18,0,False
2018-11-25,76,False
2018-12-02,60,False
2018-12-09,30,False
2018-12-16,91,False
2018-12-23,32,False
2018-12-30,57,False
2019-01-06,28,False
2019-01-13,0,False
2019-01-20,41,False
2019-01-27,27,False
2019-02-03,41,False
2019-02-10,72,False
2019-02-17,27,False
2019-02-24,41,False
2019-03-03,28,False
2019-03-10,28,False
2019-03-17,43,False
2019-03-24,44,False
2019-03-31,87,False
2019-04-07,29,False
2019-04-14,0,False
2019-04-21,59,False
2019-04-28,28,False
2019-05-05,68,False
2019-05-12,54,False
2019-05-19,27,False
2019-05-26,26,False
2019-06-02,0,False
2019-06-09,41,False
2019-06-16,26,False
2019-06-23,52,False
2019-06-30,51,False
2019-07-07,49,False
2019-07-14,100,False
2019-07-21,62,False
2019-07-28,59,False
2019-08-04,24,False
2019-08-11,58,False
2019-08-18,47,False
2019-08-25,25,False
2019-09-01,38,False
2019-09-08,40,False
2019-09-15,52,False
2019-09-22,93,False
2019-09-29,77,False
2019-10-06,27,False
2019-10-13,54,False
2019-10-20,27,False
2019-10-27,39,False
2019-11-03,51,False
2019-11-10,50,False
2019-11-17,25,False
2019-11-24,26,False
2019-12-01,53,False
2019-12-08,66,False
2019-12-15,65,False
2019-12-22,80,False
2019-12-29,75,False
2020-01-05,95,False
2020-01-12,57,False
2020-01-19,36,False
2020-01-26,58,False
2020-02-02,34,False
2020-02-09,60,False
2020-02-16,46,False
2020-02-23,33,False
2020-03-01,44,False
2020-03-08,65,False
2020-03-15,75,False
2020-03-22,39,False
2020-03-29,41,False
2020-04-05,24,False
2020-04-12,67,False
2020-04-19,53,False
2020-04-26,21,False
2020-05-03,67,False
2020-05-10,0,False
2020-05-17,94,False
2020-05-24,57,False
2020-05-31,76,False
2020-06-07,22,False
2020-06-14,42,False
2020-06-21,66,False
2020-06-28,53,False
2020-07-05,43,False
