date,Photovoltaik,isPartial
2018-01-07,41,False
2018-01-14,41,False
2018-01-21,21,False
2018-01-28,21,False
2018-02-04,22,False
2018-02-11,0,False
2018-02-18,52,False
2018-02-25,42,False
2018-03-04,53,False
2018-03-11,42,False
2018-03-18,32,False
2018-03-25,46,False
2018-04-01,0,False
2018-04-08,34,False
2018-04-15,69,False
2018-04-22,22,False
2018-04-29,46,False
2018-05-06,36,False
2018-05-13,0,False
2018-05-20,23,False
2018-05-27,65,False
2018-06-03,68,False
2018-06-10,0,False
2018-06-17,43,False
2018-06-24,22,False
2018-07-01,0,False
2018-07-08,34,False
2018-07-15,0,False
2018-07-22,69,False
2018-07-29,67,False
2018-08-05,53,False
2018-08-12,74,False
2018-08-19,22,False
2018-08-26,0,False
2018-09-02,43,False
2018-09-09,22,False
2018-09-16,21,False
2018-09-23,32,False
2018-09-30,23,False
2018-10-07,0,False
2018-10-14,85,False
2018-10-21,41,False
2018-10-28,79,False
2018-11-04,20,False
2018-11-11,51,False
2018-11-18,29,False
2018-11-25,51,False
2018-12-02,20,False
2018-12-09,61,False
2018-12-16,0,False
2018-12-23,65,False
2018-12-30,20,False
2019-01-06,19,False
2019-01-13,19,False
2019-01-20,56,False
2019-01-27,28,False
2019-02-03,75,False
2019-02-10,30,False
2019-02-17,19,False
2019-02-24,59,False
2019-03-03,38,False
2019-03-10,19,False
2019-03-17,30,False
2019-03-24,29,False
2019-03-31,70,False
2019-04-07,39,False
2019-04-14,76,False
2019-04-21,73,False
2019-04-28,19,False
2019-05-05,28,False
2019-05-12,39,False
2019-05-19,57,False
2019-05-26,20,False
2019-06-02,49,False
2019-06-09,39,False
2019-06-16,77,False
2019-06-23,61,False
2019-06-30,59,False
2019-07-07,59,False
2019-07-14,53,False
2019-07-21,22,False
2019-07-28,42,False
2019-08-04,63,False
2019-08-11,59,False
2019-08-18,88,False
2019-08-25,29,False
2019-09-01,58,False
2019-09-08,48,False
2019-09-15,20,False
2019-09-22,28,False
2019-09-29,37,False
2019-10-06,49,False
2019-10-13,19,False
2019-10-20,81,False
2019-10-27,61,False
2019-11-03,86,False
2019-11-10,44,False
2019-11-17,70,False
2019-11-24,52,False
2019-12-01,45,False
2019-12-08,61,False
2019-12-15,63,False
2019-12-22,57,False
2019-12-29,100,False
2020-01-05,58,False
2020-01-12,65,False
2020-01-19,58,False
2020-01-26,58,False
2020-02-02,74,False
2020-02-09,34,False
2020-02-16,58,False
2020-02-23,81,False
2020-03-01,81,False
2020-03-08,23,False
2020-03-15,37,False
2020-03-22,73,False
2020-03-29,29,False
2020-04-05,74,False
2020-04-12,46,False
2020-04-19,30,False
2020-04-26,73,False
2020-05-03,68,False
2020-05-10,74,False
