date,Photovoltaik,isPartial
2018-01-07,30,False
2018-01-14,51,False
2018-01-21,0,False
2018-01-28,40,False
2018-02-04,31,False
2018-02-11,10,False
2018-02-18,21,False
2018-02-25,21,False
2018-03-04,21,False
2018-03-11,40,False
2018-03-18,0,False
2018-03-25,21,False
2018-04-01,22,False
2018-04-08,12,False
2018-04-15,61,False
2018-04-22,49,False
2018-04-29,46,False
2018-05-06,44,False
2018-05-13,31,False
2018-05-20,11,False
2018-05-27,0,False
2018-06-03,21,False
2018-06-10,40,False
2018-06-17,11,False
2018-06-24,10,False
2018-07-01,21,False
2018-07-08,21,False
2018-07-15,21,False
2018-07-22,0,False
2018-07-29,43,False
2018-08-05,31,False
2018-08-12,32,False
2018-08-19,10,False
2018-08-26,52,False
2018-09-02,21,False
2018-09-09,43,False
2018-09-16,52,False
2018-09-23,11,False
2018-09-30,34,False
2018-10-07,25,False
2018-10-14,26,False
2018-10-21,25,False
2018-10-28,46,False
2018-11-04,32,False
2018-11-11,26,False
2018-11-18,26,False
2018-11-25,13,False
2018-12-02,49,False
2018-12-09,12,False
2018-12-16,41,False
2018-12-23,0,False
2018-12-30,53,False
2019-01-06,0,False
2019-01-13,67,False
2019-01-20,9,False
2019-01-27,19,False
2019-02-03,29,False
2019-02-10,29,False
2019-02-17,50,False
2019-02-24,0,False
2019-03-03,30,False
2019-03-10,30,False
2019-03-17,30,False
2019-03-24,20,False
2019-03-31,50,False
2019-04-07,79,False
2019-04-14,21,False
2019-04-21,42,False
2019-04-28,49,False
2019-05-05,38,False
2019-05-12,38,False
2019-05-19,19,False
2019-05-26,0,False
2019-06-02,59,False
2019-06-09,30,False
2019-06-16,50,False
2019-06-23,40,False
2019-06-30,19,False
2019-07-07,29,False
2019-07-14,51,False
2019-07-21,73,False
2019-07-28,30,False
2019-08-04,42,False
2019-08-11,10,False
2019-08-18,20,False
2019-08-25,49,False
2019-09-01,38,False
2019-09-08,40,False
2019-09-15,21,False
2019-09-22,41,False
2019-09-29,39,False
2019-10-06,42,False
2019-10-13,22,False
2019-10-20,43,False
2019-10-27,31,False
2019-11-03,41,False
2019-11-10,20,False
2019-11-17,41,False
2019-11-24,31,False
2019-12-01,53,False
2019-12-08,21,False
2019-12-15,0,False
2019-12-22,60,False
2019-12-29,37,False
2020-01-05,24,False
2020-01-12,79,False
2020-01-19,48,False
2020-01-26,37,False
2020-02-02,61,False
2020-02-09,44,False
2020-02-16,20,False
2020-02-23,48,False
2020-03-01,57,False
2020-03-08,46,False
2020-03-15,9,False
2020-03-22,30,False
2020-03-29,23,False
2020-04-05,25,False
2020-04-12,8,False
2020-04-19,24,False
2020-04-26,32,False
2020-05-03,50,False
2020-05-10,59,False
2020-05-17,45,False
2020-05-24,50,False
2020-05-31,100,False
2020-06-07,54,False
2020-06-14,25,False
2020-06-21,64,False
2020-06-28,28,False
2020-07-05,39,False
