date,Photovoltaik,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,21,False
2018-01-28,42,False
2018-02-04,20,False
2018-02-11,72,False
2018-02-18,20,False
2018-02-25,40,False
2018-03-04,42,False
2018-03-11,21,False
2018-03-18,22,False
2018-03-25,22,False
2018-04-01,25,False
2018-04-08,26,False
2018-04-15,52,False
2018-04-22,0,False
2018-04-29,26,False
2018-05-06,0,False
2018-05-13,100,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,25,False
2018-06-10,0,False
2018-06-17,23,False
2018-06-24,23,False
2018-07-01,22,False
2018-07-08,22,False
2018-07-15,46,False
2018-07-22,45,False
2018-07-29,23,False
2018-08-05,43,False
2018-08-12,23,False
2018-08-19,44,False
2018-08-26,23,False
2018-09-02,24,False
2018-09-09,24,False
2018-09-16,50,False
2018-09-23,25,False
2018-09-30,0,False
2018-10-07,25,False
2018-10-14,65,False
2018-10-21,26,False
2018-10-28,26,False
2018-11-04,0,False
2018-11-11,77,False
2018-11-18,25,False
2018-11-25,0,False
2018-12-02,49,False
2018-12-09,60,False
2018-12-16,0,False
2018-12-23,23,False
2018-12-30,20,False
2019-01-06,0,False
2019-01-13,21,False
2019-01-20,20,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,63,False
2019-02-17,0,False
2019-02-24,20,False
2019-03-03,20,False
2019-03-10,20,False
2019-03-17,33,False
2019-03-24,34,False
2019-03-31,0,False
2019-04-07,71,False
2019-04-14,26,False
2019-04-21,38,False
2019-04-28,36,False
2019-05-05,0,False
2019-05-12,24,False
2019-05-19,46,False
2019-05-26,23,False
2019-06-02,23,False
2019-06-09,23,False
2019-06-16,0,False
2019-06-23,23,False
2019-06-30,22,False
2019-07-07,32,False
2019-07-14,22,False
2019-07-21,22,False
2019-07-28,20,False
2019-08-04,0,False
2019-08-11,42,False
2019-08-18,42,False
2019-08-25,0,False
2019-09-01,22,False
2019-09-08,45,False
2019-09-15,23,False
2019-09-22,87,False
2019-09-29,0,False
2019-10-06,22,False
2019-10-13,44,False
2019-10-20,44,False
2019-10-27,33,False
2019-11-03,22,False
2019-11-10,0,False
2019-11-17,66,False
2019-11-24,22,False
2019-12-01,44,False
2019-12-08,21,False
2019-12-15,62,False
2019-12-22,59,False
2019-12-29,36,False
2020-01-05,55,False
2020-01-12,53,False
2020-01-19,36,False
2020-01-26,26,False
2020-02-02,0,False
2020-02-09,17,False
2020-02-16,33,False
2020-02-23,31,False
2020-03-01,17,False
2020-03-08,33,False
2020-03-15,19,False
2020-03-22,27,False
2020-03-29,37,False
2020-04-05,21,False
2020-04-12,20,False
2020-04-19,39,False
2020-04-26,38,False
2020-05-03,50,False
2020-05-10,20,False
2020-05-17,54,False
2020-05-24,59,False
2020-05-31,30,False
2020-06-07,39,False
2020-06-14,46,False
2020-06-21,58,False
2020-06-28,28,False
2020-07-05,57,False
