date,Dachsanierung,isPartial
2018-01-07,16,False
2018-01-14,16,False
2018-01-21,31,False
2018-01-28,32,False
2018-02-04,37,False
2018-02-11,16,False
2018-02-18,24,False
2018-02-25,16,False
2018-03-04,16,False
2018-03-11,16,False
2018-03-18,16,False
2018-03-25,35,False
2018-04-01,18,False
2018-04-08,17,False
2018-04-15,17,False
2018-04-22,17,False
2018-04-29,26,False
2018-05-06,34,False
2018-05-13,0,False
2018-05-20,17,False
2018-05-27,17,False
2018-06-03,17,False
2018-06-10,22,False
2018-06-17,34,False
2018-06-24,0,False
2018-07-01,18,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,18,False
2018-07-29,0,False
2018-08-05,17,False
2018-08-12,17,False
2018-08-19,0,False
2018-08-26,16,False
2018-09-02,0,False
2018-09-09,16,False
2018-09-16,0,False
2018-09-23,17,False
2018-09-30,0,False
2018-10-07,17,False
2018-10-14,16,False
2018-10-21,16,False
2018-10-28,16,False
2018-11-04,16,False
2018-11-11,16,False
2018-11-18,16,False
2018-11-25,17,False
2018-12-02,50,False
2018-12-09,17,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,18,False
2019-01-06,17,False
2019-01-13,48,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,21,False
2019-02-10,32,False
2019-02-17,16,False
2019-02-24,22,False
2019-03-03,16,False
2019-03-10,0,False
2019-03-17,25,False
2019-03-24,32,False
2019-03-31,0,False
2019-04-07,16,False
2019-04-14,17,False
2019-04-21,34,False
2019-04-28,16,False
2019-05-05,16,False
2019-05-12,32,False
2019-05-19,31,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,16,False
2019-06-16,33,False
2019-06-23,17,False
2019-06-30,17,False
2019-07-07,17,False
2019-07-14,17,False
2019-07-21,18,False
2019-07-28,0,False
2019-08-04,17,False
2019-08-11,16,False
2019-08-18,16,False
2019-08-25,32,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,16,False
2019-09-22,21,False
2019-09-29,34,False
2019-10-06,16,False
2019-10-13,15,False
2019-10-20,15,False
2019-10-27,22,False
2019-11-03,22,False
2019-11-10,20,False
2019-11-17,20,False
2019-11-24,15,False
2019-12-01,15,False
2019-12-08,15,False
2019-12-15,15,False
2019-12-22,18,False
2019-12-29,17,False
2020-01-05,15,False
2020-01-12,0,False
2020-01-19,29,False
2020-01-26,100,False
2020-02-02,14,False
2020-02-09,49,False
2020-02-16,15,False
2020-02-23,0,False
2020-03-01,14,False
2020-03-08,13,False
2020-03-15,13,False
2020-03-22,13,False
2020-03-29,13,False
2020-04-05,0,False
2020-04-12,14,False
2020-04-19,20,False
2020-04-26,13,False
2020-05-03,14,False
2020-05-10,27,False
