date,Video matrimonio,isPartial
2018-01-07,24,False
2018-01-14,16,False
2018-01-21,16,False
2018-01-28,47,False
2018-02-04,31,False
2018-02-11,24,False
2018-02-18,16,False
2018-02-25,0,False
2018-03-04,25,False
2018-03-11,33,False
2018-03-18,17,False
2018-03-25,0,False
2018-04-01,19,False
2018-04-08,50,False
2018-04-15,34,False
2018-04-22,71,False
2018-04-29,43,False
2018-05-06,35,False
2018-05-13,42,False
2018-05-20,43,False
2018-05-27,26,False
2018-06-03,18,False
2018-06-10,16,False
2018-06-17,41,False
2018-06-24,17,False
2018-07-01,25,False
2018-07-08,17,False
2018-07-15,17,False
2018-07-22,33,False
2018-07-29,33,False
2018-08-05,16,False
2018-08-12,0,False
2018-08-19,15,False
2018-08-26,56,False
2018-09-02,56,False
2018-09-09,25,False
2018-09-16,16,False
2018-09-23,24,False
2018-09-30,24,False
2018-10-07,100,False
2018-10-14,33,False
2018-10-21,0,False
2018-10-28,25,False
2018-11-04,17,False
2018-11-11,0,False
2018-11-18,52,False
2018-11-25,0,False
2018-12-02,55,False
2018-12-09,35,False
2018-12-16,18,False
2018-12-23,0,False
2018-12-30,17,False
2019-01-06,16,False
2019-01-13,24,False
2019-01-20,62,False
2019-01-27,0,False
2019-02-03,39,False
2019-02-10,16,False
2019-02-17,16,False
2019-02-24,16,False
2019-03-03,34,False
2019-03-10,16,False
2019-03-17,32,False
2019-03-24,89,False
2019-03-31,32,False
2019-04-07,49,False
2019-04-14,17,False
2019-04-21,26,False
2019-04-28,32,False
2019-05-05,16,False
2019-05-12,47,False
2019-05-19,48,False
2019-05-26,23,False
2019-06-02,16,False
2019-06-09,42,False
2019-06-16,17,False
2019-06-23,33,False
2019-06-30,51,False
2019-07-07,25,False
2019-07-14,24,False
2019-07-21,51,False
2019-07-28,25,False
2019-08-04,32,False
2019-08-11,49,False
2019-08-18,38,False
2019-08-25,37,False
2019-09-01,36,False
2019-09-08,39,False
2019-09-15,15,False
2019-09-22,38,False
2019-09-29,39,False
2019-10-06,31,False
2019-10-13,32,False
2019-10-20,15,False
2019-10-27,31,False
2019-11-03,23,False
2019-11-10,16,False
2019-11-17,16,False
2019-11-24,16,False
2019-12-01,16,False
2019-12-08,32,False
2019-12-15,49,False
2019-12-22,18,False
2019-12-29,50,False
2020-01-05,32,False
2020-01-12,15,False
2020-01-19,0,False
2020-01-26,15,False
2020-02-02,15,False
2020-02-09,15,False
2020-02-16,15,False
2020-02-23,22,False
2020-03-01,14,False
2020-03-08,13,False
2020-03-15,0,False
2020-03-22,12,False
2020-03-29,0,False
2020-04-05,26,False
2020-04-12,13,False
2020-04-19,12,False
2020-04-26,0,True
