date,video matrimonio,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,22,False
2018-01-28,22,False
2018-02-04,87,False
2018-02-11,44,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,21,False
2018-03-18,44,False
2018-03-25,45,False
2018-04-01,0,False
2018-04-08,22,False
2018-04-15,56,False
2018-04-22,24,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,56,False
2018-05-20,56,False
2018-05-27,22,False
2018-06-03,22,False
2018-06-10,0,False
2018-06-17,44,False
2018-06-24,0,False
2018-07-01,22,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,24,False
2018-08-05,49,False
2018-08-12,27,False
2018-08-19,24,False
2018-08-26,44,False
2018-09-02,76,False
2018-09-09,22,False
2018-09-16,22,False
2018-09-23,0,False
2018-09-30,33,False
2018-10-07,45,False
2018-10-14,78,False
2018-10-21,22,False
2018-10-28,0,False
2018-11-04,21,False
2018-11-11,33,False
2018-11-18,21,False
2018-11-25,0,False
2018-12-02,34,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,28,False
2018-12-30,27,False
2019-01-06,23,False
2019-01-13,43,False
2019-01-20,22,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,22,False
2019-02-17,22,False
2019-02-24,22,False
2019-03-03,23,False
2019-03-10,34,False
2019-03-17,0,False
2019-03-24,100,False
2019-03-31,33,False
2019-04-07,0,False
2019-04-14,23,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,44,False
2019-05-12,20,False
2019-05-19,21,False
2019-05-26,51,False
2019-06-02,33,False
2019-06-09,22,False
2019-06-16,44,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,41,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,44,False
2019-08-04,48,False
2019-08-11,76,False
2019-08-18,33,False
2019-08-25,20,False
2019-09-01,0,False
2019-09-08,30,False
2019-09-15,30,False
2019-09-22,30,False
2019-09-29,20,False
2019-10-06,21,False
2019-10-13,21,False
2019-10-20,20,False
2019-10-27,0,False
2019-11-03,20,False
2019-11-10,20,False
2019-11-17,39,False
2019-11-24,38,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,21,False
2019-12-22,25,False
2019-12-29,23,False
2020-01-05,0,False
2020-01-12,28,False
2020-01-19,38,False
2020-01-26,0,False
2020-02-02,18,False
2020-02-09,57,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,17,False
2020-03-08,17,False
2020-03-15,17,False
2020-03-22,0,False
2020-03-29,16,False
2020-04-05,17,False
2020-04-12,17,False
2020-04-19,0,False
2020-04-26,0,True
