date,Video matrimonio,isPartial
2018-01-07,28,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,41,False
2018-02-04,26,False
2018-02-11,26,False
2018-02-18,0,False
2018-02-25,27,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,28,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,28,False
2018-04-22,29,False
2018-04-29,59,False
2018-05-06,56,False
2018-05-13,28,False
2018-05-20,42,False
2018-05-27,30,False
2018-06-03,29,False
2018-06-10,27,False
2018-06-17,27,False
2018-06-24,0,False
2018-07-01,28,False
2018-07-08,27,False
2018-07-15,28,False
2018-07-22,38,False
2018-07-29,24,False
2018-08-05,24,False
2018-08-12,20,False
2018-08-19,20,False
2018-08-26,35,False
2018-09-02,82,False
2018-09-09,30,False
2018-09-16,30,False
2018-09-23,29,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,29,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,29,False
2018-11-25,0,False
2018-12-02,30,False
2018-12-09,29,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,29,False
2019-01-20,0,False
2019-01-27,27,False
2019-02-03,27,False
2019-02-10,0,False
2019-02-17,28,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,100,False
2019-03-31,29,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,30,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,28,False
2019-05-19,29,False
2019-05-26,27,False
2019-06-02,0,False
2019-06-09,30,False
2019-06-16,30,False
2019-06-23,58,False
2019-06-30,0,False
2019-07-07,28,False
2019-07-14,41,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,24,False
2019-08-11,0,False
2019-08-18,23,False
2019-08-25,23,False
2019-09-01,51,False
2019-09-08,29,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,29,False
2019-10-06,44,False
2019-10-13,30,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,28,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,28,False
2019-12-01,30,False
2019-12-08,29,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,29,False
2020-01-05,28,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,27,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,24,False
2020-03-08,22,False
2020-03-15,21,False
2020-03-22,20,False
2020-03-29,21,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
