date,Video matrimonio,isPartial
2018-01-07,11,False
2018-01-14,23,False
2018-01-21,0,False
2018-01-28,22,False
2018-02-04,21,False
2018-02-11,10,False
2018-02-18,20,False
2018-02-25,10,False
2018-03-04,34,False
2018-03-11,20,False
2018-03-18,20,False
2018-03-25,43,False
2018-04-01,11,False
2018-04-08,10,False
2018-04-15,46,False
2018-04-22,16,False
2018-04-29,21,False
2018-05-06,10,False
2018-05-13,64,False
2018-05-20,100,False
2018-05-27,26,False
2018-06-03,31,False
2018-06-10,20,False
2018-06-17,10,False
2018-06-24,21,False
2018-07-01,26,False
2018-07-08,16,False
2018-07-15,21,False
2018-07-22,0,False
2018-07-29,11,False
2018-08-05,11,False
2018-08-12,14,False
2018-08-19,35,False
2018-08-26,48,False
2018-09-02,20,False
2018-09-09,10,False
2018-09-16,29,False
2018-09-23,20,False
2018-09-30,10,False
2018-10-07,40,False
2018-10-14,10,False
2018-10-21,10,False
2018-10-28,20,False
2018-11-04,19,False
2018-11-11,10,False
2018-11-18,10,False
2018-11-25,15,False
2018-12-02,18,False
2018-12-09,31,False
2018-12-16,11,False
2018-12-23,13,False
2018-12-30,0,False
2019-01-06,22,False
2019-01-13,16,False
2019-01-20,21,False
2019-01-27,19,False
2019-02-03,11,False
2019-02-10,11,False
2019-02-17,22,False
2019-02-24,15,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,12,False
2019-03-24,73,False
2019-03-31,27,False
2019-04-07,31,False
2019-04-14,22,False
2019-04-21,12,False
2019-04-28,11,False
2019-05-05,30,False
2019-05-12,26,False
2019-05-19,21,False
2019-05-26,21,False
2019-06-02,16,False
2019-06-09,33,False
2019-06-16,34,False
2019-06-23,11,False
2019-06-30,35,False
2019-07-07,21,False
2019-07-14,24,False
2019-07-21,29,False
2019-07-28,25,False
2019-08-04,27,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,30,False
2019-09-01,20,False
2019-09-08,43,False
2019-09-15,26,False
2019-09-22,37,False
2019-09-29,16,False
2019-10-06,21,False
2019-10-13,16,False
2019-10-20,0,False
2019-10-27,11,False
2019-11-03,41,False
2019-11-10,31,False
2019-11-17,15,False
2019-11-24,10,False
2019-12-01,0,False
2019-12-08,11,False
2019-12-15,11,False
2019-12-22,13,False
2019-12-29,62,False
2020-01-05,27,False
2020-01-12,10,False
2020-01-19,10,False
2020-01-26,30,False
2020-02-02,20,False
2020-02-09,20,False
2020-02-16,30,False
2020-02-23,10,False
2020-03-01,19,False
2020-03-08,9,False
2020-03-15,0,False
2020-03-22,13,False
2020-03-29,36,False
2020-04-05,14,False
2020-04-12,10,False
2020-04-19,22,False
2020-04-26,32,True
