date,video matrimonio,isPartial
2018-01-07,24,False
2018-01-14,0,False
2018-01-21,12,False
2018-01-28,12,False
2018-02-04,8,False
2018-02-11,9,False
2018-02-18,12,False
2018-02-25,8,False
2018-03-04,16,False
2018-03-11,24,False
2018-03-18,12,False
2018-03-25,17,False
2018-04-01,9,False
2018-04-08,21,False
2018-04-15,25,False
2018-04-22,13,False
2018-04-29,17,False
2018-05-06,12,False
2018-05-13,46,False
2018-05-20,12,False
2018-05-27,30,False
2018-06-03,26,False
2018-06-10,8,False
2018-06-17,16,False
2018-06-24,0,False
2018-07-01,16,False
2018-07-08,8,False
2018-07-15,9,False
2018-07-22,26,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,19,False
2018-08-19,15,False
2018-08-26,45,False
2018-09-02,29,False
2018-09-09,16,False
2018-09-16,12,False
2018-09-23,16,False
2018-09-30,12,False
2018-10-07,34,False
2018-10-14,17,False
2018-10-21,16,False
2018-10-28,8,False
2018-11-04,8,False
2018-11-11,18,False
2018-11-18,17,False
2018-11-25,8,False
2018-12-02,0,False
2018-12-09,9,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,9,False
2019-01-06,12,False
2019-01-13,20,False
2019-01-20,23,False
2019-01-27,16,False
2019-02-03,0,False
2019-02-10,8,False
2019-02-17,16,False
2019-02-24,8,False
2019-03-03,17,False
2019-03-10,16,False
2019-03-17,8,False
2019-03-24,100,False
2019-03-31,49,False
2019-04-07,16,False
2019-04-14,13,False
2019-04-21,21,False
2019-04-28,0,False
2019-05-05,16,False
2019-05-12,16,False
2019-05-19,16,False
2019-05-26,15,False
2019-06-02,25,False
2019-06-09,13,False
2019-06-16,8,False
2019-06-23,35,False
2019-06-30,18,False
2019-07-07,26,False
2019-07-14,17,False
2019-07-21,9,False
2019-07-28,9,False
2019-08-04,9,False
2019-08-11,10,False
2019-08-18,0,False
2019-08-25,20,False
2019-09-01,8,False
2019-09-08,16,False
2019-09-15,23,False
2019-09-22,15,False
2019-09-29,22,False
2019-10-06,16,False
2019-10-13,19,False
2019-10-20,8,False
2019-10-27,15,False
2019-11-03,7,False
2019-11-10,7,False
2019-11-17,7,False
2019-11-24,7,False
2019-12-01,12,False
2019-12-08,23,False
2019-12-15,8,False
2019-12-22,8,False
2019-12-29,16,False
2020-01-05,15,False
2020-01-12,7,False
2020-01-19,15,False
2020-01-26,7,False
2020-02-02,7,False
2020-02-09,7,False
2020-02-16,7,False
2020-02-23,7,False
2020-03-01,13,False
2020-03-08,20,False
2020-03-15,6,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,0,False
2020-04-12,13,False
2020-04-19,12,False
2020-04-26,10,True
