date,video matrimonio,isPartial
2018-01-07,42,False
2018-01-14,28,False
2018-01-21,57,False
2018-01-28,55,False
2018-02-04,54,False
2018-02-11,28,False
2018-02-18,54,False
2018-02-25,26,False
2018-03-04,27,False
2018-03-11,56,False
2018-03-18,27,False
2018-03-25,44,False
2018-04-01,30,False
2018-04-08,28,False
2018-04-15,58,False
2018-04-22,30,False
2018-04-29,29,False
2018-05-06,72,False
2018-05-13,72,False
2018-05-20,28,False
2018-05-27,30,False
2018-06-03,29,False
2018-06-10,53,False
2018-06-17,27,False
2018-06-24,27,False
2018-07-01,56,False
2018-07-08,83,False
2018-07-15,28,False
2018-07-22,81,False
2018-07-29,27,False
2018-08-05,53,False
2018-08-12,24,False
2018-08-19,24,False
2018-08-26,25,False
2018-09-02,39,False
2018-09-09,28,False
2018-09-16,55,False
2018-09-23,70,False
2018-09-30,28,False
2018-10-07,59,False
2018-10-14,59,False
2018-10-21,29,False
2018-10-28,0,False
2018-11-04,70,False
2018-11-11,44,False
2018-11-18,99,False
2018-11-25,28,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,62,False
2018-12-30,28,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,26,False
2019-01-27,26,False
2019-02-03,50,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,55,False
2019-03-10,26,False
2019-03-17,27,False
2019-03-24,92,False
2019-03-31,39,False
2019-04-07,26,False
2019-04-14,27,False
2019-04-21,27,False
2019-04-28,25,False
2019-05-05,26,False
2019-05-12,0,False
2019-05-19,25,False
2019-05-26,24,False
2019-06-02,53,False
2019-06-09,27,False
2019-06-16,54,False
2019-06-23,53,False
2019-06-30,54,False
2019-07-07,74,False
2019-07-14,25,False
2019-07-21,26,False
2019-07-28,25,False
2019-08-04,76,False
2019-08-11,26,False
2019-08-18,99,False
2019-08-25,74,False
2019-09-01,36,False
2019-09-08,48,False
2019-09-15,24,False
2019-09-22,72,False
2019-09-29,49,False
2019-10-06,75,False
2019-10-13,50,False
2019-10-20,25,False
2019-10-27,37,False
2019-11-03,35,False
2019-11-10,48,False
2019-11-17,0,False
2019-11-24,24,False
2019-12-01,25,False
2019-12-08,25,False
2019-12-15,0,False
2019-12-22,39,False
2019-12-29,51,False
2020-01-05,24,False
2020-01-12,23,False
2020-01-19,47,False
2020-01-26,0,False
2020-02-02,22,False
2020-02-09,23,False
2020-02-16,23,False
2020-02-23,67,False
2020-03-01,22,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,18,False
2020-03-29,19,False
2020-04-05,20,False
2020-04-12,20,False
2020-04-19,0,False
2020-04-26,100,True
