date,video matrimonio,isPartial
2018-01-07,30,False
2018-01-14,58,False
2018-01-21,0,False
2018-01-28,56,False
2018-02-04,28,False
2018-02-11,28,False
2018-02-18,27,False
2018-02-25,53,False
2018-03-04,0,False
2018-03-11,27,False
2018-03-18,29,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,28,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,28,False
2018-05-06,28,False
2018-05-13,100,False
2018-05-20,57,False
2018-05-27,43,False
2018-06-03,42,False
2018-06-10,54,False
2018-06-17,0,False
2018-06-24,57,False
2018-07-01,27,False
2018-07-08,41,False
2018-07-15,28,False
2018-07-22,82,False
2018-07-29,29,False
2018-08-05,59,False
2018-08-12,30,False
2018-08-19,30,False
2018-08-26,56,False
2018-09-02,69,False
2018-09-09,28,False
2018-09-16,27,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,86,False
2018-10-14,29,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,28,False
2018-11-11,29,False
2018-11-18,43,False
2018-11-25,29,False
2018-12-02,29,False
2018-12-09,0,False
2018-12-16,61,False
2018-12-23,70,False
2018-12-30,32,False
2019-01-06,0,False
2019-01-13,28,False
2019-01-20,27,False
2019-01-27,0,False
2019-02-03,56,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,29,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,29,False
2019-03-24,72,False
2019-03-31,0,False
2019-04-07,28,False
2019-04-14,0,False
2019-04-21,29,False
2019-04-28,0,False
2019-05-05,27,False
2019-05-12,0,False
2019-05-19,53,False
2019-05-26,26,False
2019-06-02,28,False
2019-06-09,82,False
2019-06-16,29,False
2019-06-23,73,False
2019-06-30,84,False
2019-07-07,27,False
2019-07-14,42,False
2019-07-21,57,False
2019-07-28,86,False
2019-08-04,59,False
2019-08-11,31,False
2019-08-18,28,False
2019-08-25,27,False
2019-09-01,51,False
2019-09-08,26,False
2019-09-15,40,False
2019-09-22,0,False
2019-09-29,78,False
2019-10-06,53,False
2019-10-13,26,False
2019-10-20,26,False
2019-10-27,0,False
2019-11-03,50,False
2019-11-10,26,False
2019-11-17,0,False
2019-11-24,25,False
2019-12-01,0,False
2019-12-08,26,False
2019-12-15,53,False
2019-12-22,0,False
2019-12-29,29,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,38,False
2020-01-26,0,False
2020-02-02,74,False
2020-02-09,51,False
2020-02-16,25,False
2020-02-23,0,False
2020-03-01,23,False
2020-03-08,0,False
2020-03-15,22,False
2020-03-22,21,False
2020-03-29,42,False
2020-04-05,44,False
2020-04-12,0,False
2020-04-19,63,False
2020-04-26,37,True
