date,video matrimonio,isPartial
2018-01-07,0,False
2018-01-14,33,False
2018-01-21,0,False
2018-01-28,64,False
2018-02-04,32,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,30,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,69,False
2018-04-01,0,False
2018-04-08,33,False
2018-04-15,0,False
2018-04-22,35,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,100,False
2018-05-20,84,False
2018-05-27,86,False
2018-06-03,33,False
2018-06-10,32,False
2018-06-17,0,False
2018-06-24,33,False
2018-07-01,33,False
2018-07-08,0,False
2018-07-15,33,False
2018-07-22,0,False
2018-07-29,33,False
2018-08-05,0,False
2018-08-12,32,False
2018-08-19,0,False
2018-08-26,31,False
2018-09-02,63,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,34,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,34,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,34,False
2018-11-18,0,False
2018-11-25,33,False
2018-12-02,52,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,37,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,61,False
2019-01-20,30,False
2019-01-27,29,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,31,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,46,False
2019-03-31,0,False
2019-04-07,62,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,30,False
2019-05-12,29,False
2019-05-19,29,False
2019-05-26,28,False
2019-06-02,0,False
2019-06-09,31,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,31,False
2019-07-07,29,False
2019-07-14,30,False
2019-07-21,62,False
2019-07-28,30,False
2019-08-04,0,False
2019-08-11,30,False
2019-08-18,29,False
2019-08-25,55,False
2019-09-01,28,False
2019-09-08,44,False
2019-09-15,29,False
2019-09-22,0,False
2019-09-29,28,False
2019-10-06,29,False
2019-10-13,0,False
2019-10-20,28,False
2019-10-27,28,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,55,False
2019-12-01,28,False
2019-12-08,29,False
2019-12-15,30,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,55,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,27,False
2020-02-16,27,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,22,False
2020-04-05,0,False
2020-04-12,23,False
2020-04-19,0,False
2020-04-26,0,True
