date,Bad sanieren,isPartial
2018-01-07,32,False
2018-01-14,31,False
2018-01-21,32,False
2018-01-28,31,False
2018-02-04,33,False
2018-02-11,43,False
2018-02-18,64,False
2018-02-25,32,False
2018-03-04,32,False
2018-03-11,32,False
2018-03-18,32,False
2018-03-25,34,False
2018-04-01,34,False
2018-04-08,32,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,66,False
2018-05-06,100,False
2018-05-13,32,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,31,False
2018-06-24,32,False
2018-07-01,32,False
2018-07-08,0,False
2018-07-15,33,False
2018-07-22,0,False
2018-07-29,34,False
2018-08-05,34,False
2018-08-12,34,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,33,False
2018-09-16,65,False
2018-09-23,32,False
2018-09-30,33,False
2018-10-07,0,False
2018-10-14,33,False
2018-10-21,32,False
2018-10-28,32,False
2018-11-04,41,False
2018-11-11,31,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,32,False
2018-12-23,0,False
2018-12-30,33,False
2019-01-06,50,False
2019-01-13,29,False
2019-01-20,0,False
2019-01-27,30,False
2019-02-03,74,False
2019-02-10,30,False
2019-02-17,30,False
2019-02-24,31,False
2019-03-03,0,False
2019-03-10,29,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,30,False
2019-04-07,31,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,31,False
2019-05-05,0,False
2019-05-12,31,False
2019-05-19,30,False
2019-05-26,31,False
2019-06-02,30,False
2019-06-09,31,False
2019-06-16,31,False
2019-06-23,46,False
2019-06-30,0,False
2019-07-07,30,False
2019-07-14,0,False
2019-07-21,34,False
2019-07-28,67,False
2019-08-04,67,False
2019-08-11,32,False
2019-08-18,0,False
2019-08-25,61,False
2019-09-01,30,False
2019-09-08,31,False
2019-09-15,31,False
2019-09-22,0,False
2019-09-29,50,False
2019-10-06,29,False
2019-10-13,45,False
2019-10-20,30,False
2019-10-27,29,False
2019-11-03,0,False
2019-11-10,38,False
2019-11-17,70,False
2019-11-24,27,False
2019-12-01,83,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,32,False
2019-12-29,62,False
2020-01-05,68,False
2020-01-12,39,False
2020-01-19,0,False
2020-01-26,27,False
2020-02-02,35,False
2020-02-09,35,False
2020-02-16,27,False
2020-02-23,0,False
2020-03-01,26,False
2020-03-08,49,False
2020-03-15,24,False
2020-03-22,24,False
2020-03-29,36,False
2020-04-05,0,False
2020-04-12,50,False
2020-04-19,25,False
2020-04-26,24,False
2020-05-03,37,False
2020-05-10,25,False
