date,matrimoni,isPartial
2018-01-07,68,False
2018-01-14,80,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,26,False
2018-02-11,39,False
2018-02-18,26,False
2018-02-25,100,False
2018-03-04,26,False
2018-03-11,26,False
2018-03-18,0,False
2018-03-25,53,False
2018-04-01,88,False
2018-04-08,30,False
2018-04-15,31,False
2018-04-22,31,False
2018-04-29,44,False
2018-05-06,29,False
2018-05-13,43,False
2018-05-20,28,False
2018-05-27,55,False
2018-06-03,58,False
2018-06-10,28,False
2018-06-17,29,False
2018-06-24,28,False
2018-07-01,65,False
2018-07-08,25,False
2018-07-15,25,False
2018-07-22,75,False
2018-07-29,24,False
2018-08-05,23,False
2018-08-12,45,False
2018-08-19,22,False
2018-08-26,24,False
2018-09-02,64,False
2018-09-09,41,False
2018-09-16,27,False
2018-09-23,28,False
2018-09-30,54,False
2018-10-07,29,False
2018-10-14,44,False
2018-10-21,29,False
2018-10-28,0,False
2018-11-04,29,False
2018-11-11,30,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,29,False
2018-12-09,28,False
2018-12-16,58,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,48,False
2019-01-13,25,False
2019-01-20,25,False
2019-01-27,49,False
2019-02-03,50,False
2019-02-10,25,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,76,False
2019-03-10,0,False
2019-03-17,27,False
2019-03-24,28,False
2019-03-31,0,False
2019-04-07,28,False
2019-04-14,0,False
2019-04-21,29,False
2019-04-28,0,False
2019-05-05,41,False
2019-05-12,27,False
2019-05-19,81,False
2019-05-26,25,False
2019-06-02,27,False
2019-06-09,67,False
2019-06-16,76,False
2019-06-23,54,False
2019-06-30,25,False
2019-07-07,72,False
2019-07-14,24,False
2019-07-21,22,False
2019-07-28,42,False
2019-08-04,61,False
2019-08-11,38,False
2019-08-18,18,False
2019-08-25,70,False
2019-09-01,43,False
2019-09-08,36,False
2019-09-15,24,False
2019-09-22,24,False
2019-09-29,36,False
2019-10-06,0,False
2019-10-13,49,False
2019-10-20,0,False
2019-10-27,25,False
2019-11-03,74,False
2019-11-10,0,False
2019-11-17,25,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,25,False
2019-12-15,24,False
2019-12-22,24,False
2019-12-29,30,False
2020-01-05,41,False
2020-01-12,21,False
2020-01-19,22,False
2020-01-26,22,False
2020-02-02,42,False
2020-02-09,32,False
2020-02-16,22,False
2020-02-23,20,False
2020-03-01,20,False
2020-03-08,21,False
2020-03-15,21,False
2020-03-22,20,False
2020-03-29,21,False
2020-04-05,33,False
2020-04-12,45,False
2020-04-19,21,False
2020-04-26,36,True
