date,matrimoni,isPartial
2018-01-07,19,False
2018-01-14,28,False
2018-01-21,28,False
2018-01-28,36,False
2018-02-04,36,False
2018-02-11,18,False
2018-02-18,26,False
2018-02-25,42,False
2018-03-04,44,False
2018-03-11,27,False
2018-03-18,18,False
2018-03-25,19,False
2018-04-01,38,False
2018-04-08,27,False
2018-04-15,19,False
2018-04-22,0,False
2018-04-29,54,False
2018-05-06,35,False
2018-05-13,36,False
2018-05-20,73,False
2018-05-27,19,False
2018-06-03,28,False
2018-06-10,35,False
2018-06-17,19,False
2018-06-24,38,False
2018-07-01,37,False
2018-07-08,56,False
2018-07-15,19,False
2018-07-22,19,False
2018-07-29,28,False
2018-08-05,38,False
2018-08-12,48,False
2018-08-19,37,False
2018-08-26,36,False
2018-09-02,55,False
2018-09-09,55,False
2018-09-16,18,False
2018-09-23,36,False
2018-09-30,0,False
2018-10-07,37,False
2018-10-14,56,False
2018-10-21,27,False
2018-10-28,0,False
2018-11-04,18,False
2018-11-11,38,False
2018-11-18,36,False
2018-11-25,27,False
2018-12-02,47,False
2018-12-09,37,False
2018-12-16,0,False
2018-12-23,21,False
2018-12-30,19,False
2019-01-06,45,False
2019-01-13,18,False
2019-01-20,17,False
2019-01-27,51,False
2019-02-03,17,False
2019-02-10,18,False
2019-02-17,36,False
2019-02-24,36,False
2019-03-03,37,False
2019-03-10,18,False
2019-03-17,18,False
2019-03-24,36,False
2019-03-31,27,False
2019-04-07,36,False
2019-04-14,18,False
2019-04-21,18,False
2019-04-28,17,False
2019-05-05,35,False
2019-05-12,34,False
2019-05-19,17,False
2019-05-26,32,False
2019-06-02,0,False
2019-06-09,55,False
2019-06-16,19,False
2019-06-23,19,False
2019-06-30,38,False
2019-07-07,27,False
2019-07-14,47,False
2019-07-21,19,False
2019-07-28,38,False
2019-08-04,58,False
2019-08-11,29,False
2019-08-18,60,False
2019-08-25,59,False
2019-09-01,25,False
2019-09-08,43,False
2019-09-15,41,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,17,False
2019-10-13,17,False
2019-10-20,0,False
2019-10-27,16,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,24,False
2019-11-24,16,False
2019-12-01,100,False
2019-12-08,17,False
2019-12-15,0,False
2019-12-22,28,False
2019-12-29,17,False
2020-01-05,16,False
2020-01-12,15,False
2020-01-19,23,False
2020-01-26,23,False
2020-02-02,15,False
2020-02-09,0,False
2020-02-16,23,False
2020-02-23,14,False
2020-03-01,56,False
2020-03-08,20,False
2020-03-15,13,False
2020-03-22,18,False
2020-03-29,13,False
2020-04-05,27,False
2020-04-12,40,False
2020-04-19,31,False
2020-04-26,22,True
