date,abiti da uomo,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,19,False
2018-01-28,28,False
2018-02-04,37,False
2018-02-11,55,False
2018-02-18,17,False
2018-02-25,25,False
2018-03-04,17,False
2018-03-11,60,False
2018-03-18,17,False
2018-03-25,75,False
2018-04-01,48,False
2018-04-08,35,False
2018-04-15,54,False
2018-04-22,28,False
2018-04-29,45,False
2018-05-06,26,False
2018-05-13,43,False
2018-05-20,35,False
2018-05-27,36,False
2018-06-03,55,False
2018-06-10,51,False
2018-06-17,25,False
2018-06-24,45,False
2018-07-01,27,False
2018-07-08,18,False
2018-07-15,37,False
2018-07-22,18,False
2018-07-29,37,False
2018-08-05,40,False
2018-08-12,0,False
2018-08-19,24,False
2018-08-26,62,False
2018-09-02,18,False
2018-09-09,61,False
2018-09-16,33,False
2018-09-23,17,False
2018-09-30,17,False
2018-10-07,61,False
2018-10-14,26,False
2018-10-21,17,False
2018-10-28,34,False
2018-11-04,41,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,17,False
2018-12-02,16,False
2018-12-09,18,False
2018-12-16,37,False
2018-12-23,23,False
2018-12-30,0,False
2019-01-06,29,False
2019-01-13,19,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,19,False
2019-02-10,37,False
2019-02-17,38,False
2019-02-24,34,False
2019-03-03,100,False
2019-03-10,20,False
2019-03-17,50,False
2019-03-24,19,False
2019-03-31,29,False
2019-04-07,36,False
2019-04-14,37,False
2019-04-21,22,False
2019-04-28,46,False
2019-05-05,34,False
2019-05-12,27,False
2019-05-19,75,False
2019-05-26,54,False
2019-06-02,28,False
2019-06-09,19,False
2019-06-16,30,False
2019-06-23,20,False
2019-06-30,31,False
2019-07-07,28,False
2019-07-14,41,False
2019-07-21,40,False
2019-07-28,0,False
2019-08-04,23,False
2019-08-11,38,False
2019-08-18,59,False
2019-08-25,0,False
2019-09-01,18,False
2019-09-08,19,False
2019-09-15,27,False
2019-09-22,18,False
2019-09-29,55,False
2019-10-06,19,False
2019-10-13,38,False
2019-10-20,18,False
2019-10-27,0,False
2019-11-03,35,False
2019-11-10,18,False
2019-11-17,36,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,19,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,22,False
2020-01-05,19,False
2020-01-12,17,False
2020-01-19,26,False
2020-01-26,35,False
2020-02-02,17,False
2020-02-09,26,False
2020-02-16,52,False
2020-02-23,17,False
2020-03-01,17,False
2020-03-08,16,False
2020-03-15,16,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,17,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,28,True
